// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 一旦寮に戻り、ジャージに着替える。
<0000> 一旦寮に戻り、ジャージに着替える。
<1576> メガネ仲間

//<1577> 暗算日本記録保持者
<1577> 暗算日本記録保持者

//<1578> 通り魔
<1578> 通り魔

//<1579> 記憶ナシ男
<1579> 記憶ナシ男

//<1580> 音速
<1580> 音速

//<1581> 無限
<1581> 無限

//<1582> エロ侍
<1582> エロ侍

//<1583> エロエロ団ナンバー１
<1583> エロエロ団ナンバー１

//<1584> ただのエロ少年
<1584> ただのエロ少年

//<1585> ユリブサイク
<1585> ユリブサイク

//<1586> ドピュッシー
<1586> ドピュッシー

//<1587> アメリカンエロドッグ
<1587> アメリカンエロドッグ

//<1588> ゼウス
<1588> ゼウス

//<1589> 日向markⅡ
<1589> 日向markⅡ

//<1590> 糞虫
<1590> 糞虫

//<1591> 量産型日向
<1591> 量産型日向

//<1592> ？？
<1592> ？？

//<1593> 「ありがたい」
<1593> 「ありがたい」

//<1594> nothing
<1594> nothing

//<1595> nothing
<1595> nothing

//<1596> nothing
<1596> nothing

//<1597> nothing
<1597> nothing

//<1598> nothing
<1598> nothing

//<1599> 日向
<1599> 日向

//<1600> 男Ｂ
<1600> 男Ｂ

//<1601> エロエロ団総帥
<1601> エロエロ団総帥

//<1602> イケチン
<1602> イケチン

//<1603> ホモ太
<1603> ホモ太

//<1604> ひなチン
<1604> ひなチン

//<1605> 秀樹
<1605> 秀樹

//<1606> 男子生徒
<1606> 男子生徒

//<1607> ？？
<1607> ？？

//<1608> 「次のトルネードでは、ちゃんとたくさん拾えよ」
<1608> 「次のトルネードでは、ちゃんとたくさん拾えよ」

//<1609> 音無
<1609> 音無

//<1610> クソ坊主
<1610> クソ坊主

//<1611> 代理人
<1611> 代理人

//<1612> 微妙すぎるイケメン
<1612> 微妙すぎるイケメン

//<1613> ロリコン
<1613> ロリコン

//<1614> メガネ仲間
<1614> メガネ仲間

//<1615> 暗算日本記録保持者
<1615> 暗算日本記録保持者

//<1616> 通り魔
<1616> 通り魔

//<1617> 記憶ナシ男
<1617> 記憶ナシ男

//<1618> 音速
<1618> 音速

//<1619> 無限
<1619> 無限

//<1620> エロ侍
<1620> エロ侍

//<1621> エロエロ団ナンバー１
<1621> エロエロ団ナンバー１

//<1622> ただのエロ少年
<1622> ただのエロ少年

//<1623> ユリブサイク
<1623> ユリブサイク

//<1624> ドピュッシー
<1624> ドピュッシー

//<1625> アメリカンエロドッグ
<1625> アメリカンエロドッグ

//<1626> ゼウス
<1626> ゼウス

//<1627> 日向markⅡ
<1627> 日向markⅡ

//<1628> 糞虫
<1628> 糞虫

//<1629> 量産型日向
<1629> 量産型日向

//<1630> ？？
<1630> ？？

//<1631> 「ああ」
<1631> 「ああ」

//<1632> nothing
<1632> nothing

//<1633> nothing
<1633> nothing

//<1634> nothing
<1634> nothing

//<1635> nothing
<1635> nothing

//<1636> nothing
<1636> nothing

//<1637> nothing
<1637> nothing

//<1638> 音無
<1638> 音無

//<1639> クソ坊主
<1639> クソ坊主

//<1640> 代理人
<1640> 代理人

//<1641> 微妙すぎるイケメン
<1641> 微妙すぎるイケメン

//<1642> ロリコン
<1642> ロリコン

//<1643> メガネ仲間
<1643> メガネ仲間

//<1644> 暗算日本記録保持者
<1644> 暗算日本記録保持者

//<1645> 通り魔
<1645> 通り魔

//<1646> 記憶ナシ男
<1646> 記憶ナシ男

//<1647> 音速
<1647> 音速

//<1648> 無限
<1648> 無限

//<1649> エロ侍
<1649> エロ侍

//<1650> エロエロ団ナンバー１
<1650> エロエロ団ナンバー１

//<1651> ただのエロ少年
<1651> ただのエロ少年

//<1652> ユリブサイク
<1652> ユリブサイク

//<1653> ドピュッシー
<1653> ドピュッシー

//<1654> アメリカンエロドッグ
<1654> アメリカンエロドッグ

//<1655> ゼウス
<1655> ゼウス

//<1656> 日向markⅡ
<1656> 日向markⅡ

//<1657> 糞虫
<1657> 糞虫

//<1658> 量産型日向
<1658> 量産型日向

//<1659> ？？
<1659> ？？

//<1660> 「なあ、他の連中はどうしてるんだ？」
<1660> 「なあ、他の連中はどうしてるんだ？」

//<1661> 食べながら、訊いてみる。
<1661> 食べながら、訊いてみる。

//<1662> nothing
<1662> nothing

//<1663> nothing
<1663> nothing

//<1664> nothing
<1664> nothing

//<1665> nothing
<1665> nothing

//<1666> nothing
<1666> nothing

//<1667> 日向
<1667> 日向

//<1668> 男Ｂ
<1668> 男Ｂ

//<1669> エロエロ団総帥
<1669> エロエロ団総帥

//<1670> イケチン
<1670> イケチン

//<1671> ホモ太
<1671> ホモ太

//<1672> ひなチン
<1672> ひなチン

//<1673> 秀樹
<1673> 秀樹

//<1674> 男子生徒
<1674> 男子生徒

//<1675> ？？
<1675> ？？

//<1676> 「他の幹部か？」
<1676> 「他の幹部か？」

//<1677> 音無
<1677> 音無

//<1678> クソ坊主
<1678> クソ坊主

//<1679> 代理人
<1679> 代理人

//<1680> 微妙すぎるイケメン
<1680> 微妙すぎるイケメン

//<1681> ロリコン
<1681> ロリコン

//<1682> メガネ仲間
<1682> メガネ仲間

//<1683> 暗算日本記録保持者
<1683> 暗算日本記録保持者

//<1684> 通り魔
<1684> 通り魔

//<1685> 記憶ナシ男
<1685> 記憶ナシ男

//<1686> 音速
<1686> 音速

//<1687> 無限
<1687> 無限

//<1688> エロ侍
<1688> エロ侍

//<1689> エロエロ団ナンバー１
<1689> エロエロ団ナンバー１

//<1690> ただのエロ少年
<1690> ただのエロ少年

//<1691> ユリブサイク
<1691> ユリブサイク

//<1692> ドピュッシー
<1692> ドピュッシー

//<1693> アメリカンエロドッグ
<1693> アメリカンエロドッグ

//<1694> ゼウス
<1694> ゼウス

//<1695> 日向markⅡ
<1695> 日向markⅡ

//<1696> 糞虫
<1696> 糞虫

//<1697> 量産型日向
<1697> 量産型日向

//<1698> ？？
<1698> ？？

//<1699> 「ああ…苦っ！」
<1699> 「ああ…苦っ！」

//<1700> 噛む度にゴーヤの苦みが口の中に広がっていく。
<1700> 噛む度にゴーヤの苦みが口の中に広がっていく。

//<1701> nothing
<1701> nothing

//<1702> nothing
<1702> nothing

//<1703> nothing
<1703> nothing

//<1704> nothing
<1704> nothing

//<1705> nothing
<1705> nothing

//<1706> 日向
<1706> 日向

//<1707> 男Ｂ
<1707> 男Ｂ

//<1708> エロエロ団総帥
<1708> エロエロ団総帥

//<1709> イケチン
<1709> イケチン

//<1710> ホモ太
<1710> ホモ太

//<1711> ひなチン
<1711> ひなチン

//<1712> 秀樹
<1712> 秀樹

//<1713> 男子生徒
<1713> 男子生徒

//<1714> ？？
<1714> ？？

//<1715> 「そうだなあ…松下五段は森で柔道の特訓。柔道を習いたいなら松下五段を探すんだな」
<1715> 「そうだなあ…松下五段は森で柔道の特訓。柔道を習いたいなら松下五段を探すんだな」

//<1716> 音無
<1716> 音無

//<1717> クソ坊主
<1717> クソ坊主

//<1718> 代理人
<1718> 代理人

//<1719> 微妙すぎるイケメン
<1719> 微妙すぎるイケメン

//<1720> ロリコン
<1720> ロリコン

//<1721> メガネ仲間
<1721> メガネ仲間

//<1722> 暗算日本記録保持者
<1722> 暗算日本記録保持者

//<1723> 通り魔
<1723> 通り魔

//<1724> 記憶ナシ男
<1724> 記憶ナシ男

//<1725> 音速
<1725> 音速

//<1726> 無限
<1726> 無限

//<1727> エロ侍
<1727> エロ侍

//<1728> エロエロ団ナンバー１
<1728> エロエロ団ナンバー１

//<1729> ただのエロ少年
<1729> ただのエロ少年

//<1730> ユリブサイク
<1730> ユリブサイク

//<1731> ドピュッシー
<1731> ドピュッシー

//<1732> アメリカンエロドッグ
<1732> アメリカンエロドッグ

//<1733> ゼウス
<1733> ゼウス

//<1734> 日向markⅡ
<1734> 日向markⅡ

//<1735> 糞虫
<1735> 糞虫

//<1736> 量産型日向
<1736> 量産型日向

//<1737> ？？
<1737> ？？

//<1738> （…苦っ）
<1738> （…苦っ）

//<1739> nothing
<1739> nothing

//<1740> nothing
<1740> nothing

//<1741> nothing
<1741> nothing

//<1742> nothing
<1742> nothing

//<1743> nothing
<1743> nothing

//<1744> 日向
<1744> 日向

//<1745> 男Ｂ
<1745> 男Ｂ

//<1746> エロエロ団総帥
<1746> エロエロ団総帥

//<1747> イケチン
<1747> イケチン

//<1748> ホモ太
<1748> ホモ太

//<1749> ひなチン
<1749> ひなチン

//<1750> 秀樹
<1750> 秀樹

//<1751> 男子生徒
<1751> 男子生徒

//<1752> ？？
<1752> ？？

//<1753> 「椎名はレアキャラで、訓練している姿もほとんど見かけない。見つけたら、すぐ教えを請うことだな。情けない話だがあいつが戦線で一番強い」
<1753> 「椎名はレアキャラで、訓練している姿もほとんど見かけない。見つけたら、すぐ教えを請うことだな。情けない話だがあいつが戦線で一番強い」

//<1754> 音無
<1754> 音無

//<1755> クソ坊主
<1755> クソ坊主

//<1756> 代理人
<1756> 代理人

//<1757> 微妙すぎるイケメン
<1757> 微妙すぎるイケメン

//<1758> ロリコン
<1758> ロリコン

//<1759> メガネ仲間
<1759> メガネ仲間

//<1760> 暗算日本記録保持者
<1760> 暗算日本記録保持者

//<1761> 通り魔
<1761> 通り魔

//<1762> 記憶ナシ男
<1762> 記憶ナシ男

//<1763> 音速
<1763> 音速

//<1764> 無限
<1764> 無限

//<1765> エロ侍
<1765> エロ侍

//<1766> エロエロ団ナンバー１
<1766> エロエロ団ナンバー１

//<1767> ただのエロ少年
<1767> ただのエロ少年

//<1768> ユリブサイク
<1768> ユリブサイク

//<1769> ドピュッシー
<1769> ドピュッシー

//<1770> アメリカンエロドッグ
<1770> アメリカンエロドッグ

//<1771> ゼウス
<1771> ゼウス

//<1772> 日向markⅡ
<1772> 日向markⅡ

//<1773> 糞虫
<1773> 糞虫

//<1774> 量産型日向
<1774> 量産型日向

//<1775> ？？
<1775> ？？

//<1776> （…苦ーっ！）
<1776> （…苦ーっ！）

//<1777> nothing
<1777> nothing

//<1778> nothing
<1778> nothing

//<1779> nothing
<1779> nothing

//<1780> nothing
<1780> nothing

//<1781> nothing
<1781> nothing

//<1782> 日向
<1782> 日向

//<1783> 男Ｂ
<1783> 男Ｂ

//<1784> エロエロ団総帥
<1784> エロエロ団総帥

//<1785> イケチン
<1785> イケチン

//<1786> ホモ太
<1786> ホモ太

//<1787> ひなチン
<1787> ひなチン

//<1788> 秀樹
<1788> 秀樹

//<1789> 男子生徒
<1789> 男子生徒

//<1790> ？？
<1790> ？？

//<1791> 「ＴＫは校内のどこかでひたすら踊ってる。頼めばダンスを教えてくれるぜ？　戦いにはまったく関係ないスキルだけどな」
<1791> 「ＴＫは校内のどこかでひたすら踊ってる。頼めばダンスを教えてくれるぜ？　戦いにはまったく関係ないスキルだけどな」

//<1792> 音無
<1792> 音無

//<1793> クソ坊主
<1793> クソ坊主

//<1794> 代理人
<1794> 代理人

//<1795> 微妙すぎるイケメン
<1795> 微妙すぎるイケメン

//<1796> ロリコン
<1796> ロリコン

//<1797> メガネ仲間
<1797> メガネ仲間

//<1798> 暗算日本記録保持者
<1798> 暗算日本記録保持者

//<1799> 通り魔
<1799> 通り魔

//<1800> 記憶ナシ男
<1800> 記憶ナシ男

//<1801> 音速
<1801> 音速

//<1802> 無限
<1802> 無限

//<1803> エロ侍
<1803> エロ侍

//<1804> エロエロ団ナンバー１
<1804> エロエロ団ナンバー１

//<1805> ただのエロ少年
<1805> ただのエロ少年

//<1806> ユリブサイク
<1806> ユリブサイク

//<1807> ドピュッシー
<1807> ドピュッシー

//<1808> アメリカンエロドッグ
<1808> アメリカンエロドッグ

//<1809> ゼウス
<1809> ゼウス

//<1810> 日向markⅡ
<1810> 日向markⅡ

//<1811> 糞虫
<1811> 糞虫

//<1812> 量産型日向
<1812> 量産型日向

//<1813> ？？
<1813> ？？

//<1814> （…苦ーーっ！）
<1814> （…苦ーーっ！）

//<1815> nothing
<1815> nothing

//<1816> nothing
<1816> nothing

//<1817> nothing
<1817> nothing

//<1818> nothing
<1818> nothing

//<1819> nothing
<1819> nothing

//<1820> 日向
<1820> 日向

//<1821> 男Ｂ
<1821> 男Ｂ

//<1822> エロエロ団総帥
<1822> エロエロ団総帥

//<1823> イケチン
<1823> イケチン

//<1824> ホモ太
<1824> ホモ太

//<1825> ひなチン
<1825> ひなチン

//<1826> 秀樹
<1826> 秀樹

//<1827> 男子生徒
<1827> 男子生徒

//<1828> ？？
<1828> ？？

//<1829> 「高松は知的な外見だけど馬鹿だから、何もしてないだろう。精々眼鏡を磨いているだけだ。話すと馬鹿がうつるぞ」
<1829> 「高松は知的な外見だけど馬鹿だから、何もしてないだろう。精々眼鏡を磨いているだけだ。話すと馬鹿がうつるぞ」

//<1830> 音無
<1830> 音無

//<1831> クソ坊主
<1831> クソ坊主

//<1832> 代理人
<1832> 代理人

//<1833> 微妙すぎるイケメン
<1833> 微妙すぎるイケメン

//<1834> ロリコン
<1834> ロリコン

//<1835> メガネ仲間
<1835> メガネ仲間

//<1836> 暗算日本記録保持者
<1836> 暗算日本記録保持者

//<1837> 通り魔
<1837> 通り魔

//<1838> 記憶ナシ男
<1838> 記憶ナシ男

//<1839> 音速
<1839> 音速

//<1840> 無限
<1840> 無限

//<1841> エロ侍
<1841> エロ侍

//<1842> エロエロ団ナンバー１
<1842> エロエロ団ナンバー１

//<1843> ただのエロ少年
<1843> ただのエロ少年

//<1844> ユリブサイク
<1844> ユリブサイク

//<1845> ドピュッシー
<1845> ドピュッシー

//<1846> アメリカンエロドッグ
<1846> アメリカンエロドッグ

//<1847> ゼウス
<1847> ゼウス

//<1848> 日向markⅡ
<1848> 日向markⅡ

//<1849> 糞虫
<1849> 糞虫

//<1850> 量産型日向
<1850> 量産型日向

//<1851> ？？
<1851> ？？

//<1852> （…苦ーーーっ！）
<1852> （…苦ーーーっ！）

//<1853> nothing
<1853> nothing

//<1854> nothing
<1854> nothing

//<1855> nothing
<1855> nothing

//<1856> nothing
<1856> nothing

//<1857> nothing
<1857> nothing

//<1858> 日向
<1858> 日向

//<1859> 男Ｂ
<1859> 男Ｂ

//<1860> エロエロ団総帥
<1860> エロエロ団総帥

//<1861> イケチン
<1861> イケチン

//<1862> ホモ太
<1862> ホモ太

//<1863> ひなチン
<1863> ひなチン

//<1864> 秀樹
<1864> 秀樹

//<1865> 男子生徒
<1865> 男子生徒

//<1866> ？？
<1866> ？？

//<1867> 「ガルデモは午後は基本、ひたすら練習。午前中は岩沢が空き教室で作曲や作詞をしているが、あまり邪魔すんなよ？」
<1867> 「ガルデモは午後は基本、ひたすら練習。午前中は岩沢が空き教室で作曲や作詞をしているが、あまり邪魔すんなよ？」

//<1868> 音無
<1868> 音無

//<1869> クソ坊主
<1869> クソ坊主

//<1870> 代理人
<1870> 代理人

//<1871> 微妙すぎるイケメン
<1871> 微妙すぎるイケメン

//<1872> ロリコン
<1872> ロリコン

//<1873> メガネ仲間
<1873> メガネ仲間

//<1874> 暗算日本記録保持者
<1874> 暗算日本記録保持者

//<1875> 通り魔
<1875> 通り魔

//<1876> 記憶ナシ男
<1876> 記憶ナシ男

//<1877> 音速
<1877> 音速

//<1878> 無限
<1878> 無限

//<1879> エロ侍
<1879> エロ侍

//<1880> エロエロ団ナンバー１
<1880> エロエロ団ナンバー１

//<1881> ただのエロ少年
<1881> ただのエロ少年

//<1882> ユリブサイク
<1882> ユリブサイク

//<1883> ドピュッシー
<1883> ドピュッシー

//<1884> アメリカンエロドッグ
<1884> アメリカンエロドッグ

//<1885> ゼウス
<1885> ゼウス

//<1886> 日向markⅡ
<1886> 日向markⅡ

//<1887> 糞虫
<1887> 糞虫

//<1888> 量産型日向
<1888> 量産型日向

//<1889> ？？
<1889> ？？

//<1890> （…苦ーーーーっ！）
<1890> （…苦ーーーーっ！）

//<1891> nothing
<1891> nothing

//<1892> nothing
<1892> nothing

//<1893> nothing
<1893> nothing

//<1894> nothing
<1894> nothing

//<1895> nothing
<1895> nothing

//<1896> 日向
<1896> 日向

//<1897> 男Ｂ
<1897> 男Ｂ

//<1898> エロエロ団総帥
<1898> エロエロ団総帥

//<1899> イケチン
<1899> イケチン

//<1900> ホモ太
<1900> ホモ太

//<1901> ひなチン
<1901> ひなチン

//<1902> 秀樹
<1902> 秀樹

//<1903> 男子生徒
<1903> 男子生徒

//<1904> ？？
<1904> ？？

//<1905> 「野田はほっとけ」
<1905> 「野田はほっとけ」

//<1906> 音無
<1906> 音無

//<1907> クソ坊主
<1907> クソ坊主

//<1908> 代理人
<1908> 代理人

//<1909> 微妙すぎるイケメン
<1909> 微妙すぎるイケメン

//<1910> ロリコン
<1910> ロリコン

//<1911> メガネ仲間
<1911> メガネ仲間

//<1912> 暗算日本記録保持者
<1912> 暗算日本記録保持者

//<1913> 通り魔
<1913> 通り魔

//<1914> 記憶ナシ男
<1914> 記憶ナシ男

//<1915> 音速
<1915> 音速

//<1916> 無限
<1916> 無限

//<1917> エロ侍
<1917> エロ侍

//<1918> エロエロ団ナンバー１
<1918> エロエロ団ナンバー１

//<1919> ただのエロ少年
<1919> ただのエロ少年

//<1920> ユリブサイク
<1920> ユリブサイク

//<1921> ドピュッシー
<1921> ドピュッシー

//<1922> アメリカンエロドッグ
<1922> アメリカンエロドッグ

//<1923> ゼウス
<1923> ゼウス

//<1924> 日向markⅡ
<1924> 日向markⅡ

//<1925> 糞虫
<1925> 糞虫

//<1926> 量産型日向
<1926> 量産型日向

//<1927> ？？
<1927> ？？

//<1928> （…苦ーーーーーっ！）
<1928> （…苦ーーーーーっ！）

//<1929> nothing
<1929> nothing

//<1930> nothing
<1930> nothing

//<1931> nothing
<1931> nothing

//<1932> nothing
<1932> nothing

//<1933> nothing
<1933> nothing

//<1934> 日向
<1934> 日向

//<1935> 男Ｂ
<1935> 男Ｂ

//<1936> エロエロ団総帥
<1936> エロエロ団総帥

//<1937> イケチン
<1937> イケチン

//<1938> ホモ太
<1938> ホモ太

//<1939> ひなチン
<1939> ひなチン

//<1940> 秀樹
<1940> 秀樹
