// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 俺は顔を洗った後、部屋に戻ってくる。まだ日向は寝ている。
<0000> 俺は顔を洗った後、部屋に戻ってくる。まだ日向は寝ている。
//<1542> 微妙すぎるイケメン
<1542> 微妙すぎるイケメン

//<1543> ロリコン
<1543> ロリコン

//<1544> メガネ仲間
<1544> メガネ仲間

//<1545> 暗算日本記録保持者
<1545> 暗算日本記録保持者

//<1546> 通り魔
<1546> 通り魔

//<1547> 記憶ナシ男
<1547> 記憶ナシ男

//<1548> 音速
<1548> 音速

//<1549> 無限
<1549> 無限

//<1550> エロ侍
<1550> エロ侍

//<1551> エロエロ団ナンバー１
<1551> エロエロ団ナンバー１

//<1552> ただのエロ少年
<1552> ただのエロ少年

//<1553> ユリブサイク
<1553> ユリブサイク

//<1554> ドピュッシー
<1554> ドピュッシー

//<1555> アメリカンエロドッグ
<1555> アメリカンエロドッグ

//<1556> ゼウス
<1556> ゼウス

//<1557> 日向markⅡ
<1557> 日向markⅡ

//<1558> 糞虫
<1558> 糞虫

//<1559> 量産型日向
<1559> 量産型日向

//<1560> ？？
<1560> ？？

//<1561> （言ったからには頑張るしかねーが…）
<1561> （言ったからには頑張るしかねーが…）

//<1562> nothing
<1562> nothing

//<1563> nothing
<1563> nothing

//<1564> nothing
<1564> nothing

//<1565> nothing
<1565> nothing

//<1566> nothing
<1566> nothing

//<1567> ファーストの岩沢を見る。
<1567> ファーストの岩沢を見る。

//<1568> nothing
<1568> nothing

//<1569> nothing
<1569> nothing

//<1570> nothing
<1570> nothing

//<1571> nothing
<1571> nothing

//<1572> nothing
<1572> nothing

//<1573> 声は聞こえないが、口だけを動かしている。四文字ということだけはわかったが、なんて言っているんだろう…。
<1573> 声は聞こえないが、口だけを動かしている。四文字ということだけはわかったが、なんて言っているんだろう…。

//<1574> がんばれ
<1574> がんばれ

//<1575> そうろう
<1575> そうろう

//<1576> 完封したらキスしてやる
<1576> 完封したらキスしてやる

//<1577> selbtn : 
<1577> selbtn : 

//<1578> 音無
<1578> 音無

//<1579> クソ坊主
<1579> クソ坊主

//<1580> 代理人
<1580> 代理人

//<1581> 微妙すぎるイケメン
<1581> 微妙すぎるイケメン

//<1582> ロリコン
<1582> ロリコン

//<1583> メガネ仲間
<1583> メガネ仲間

//<1584> 暗算日本記録保持者
<1584> 暗算日本記録保持者

//<1585> 通り魔
<1585> 通り魔

//<1586> 記憶ナシ男
<1586> 記憶ナシ男

//<1587> 音速
<1587> 音速

//<1588> 無限
<1588> 無限

//<1589> エロ侍
<1589> エロ侍

//<1590> エロエロ団ナンバー１
<1590> エロエロ団ナンバー１

//<1591> ただのエロ少年
<1591> ただのエロ少年

//<1592> ユリブサイク
<1592> ユリブサイク

//<1593> ドピュッシー
<1593> ドピュッシー

//<1594> アメリカンエロドッグ
<1594> アメリカンエロドッグ

//<1595> ゼウス
<1595> ゼウス

//<1596> 日向markⅡ
<1596> 日向markⅡ

//<1597> 糞虫
<1597> 糞虫

//<1598> 量産型日向
<1598> 量産型日向

//<1599> ？？
<1599> ？？

//<1600> （頑張れ、か…そりゃ頑張るさ…）
<1600> （頑張れ、か…そりゃ頑張るさ…）

//<1601> 音無
<1601> 音無

//<1602> クソ坊主
<1602> クソ坊主

//<1603> 代理人
<1603> 代理人

//<1604> 微妙すぎるイケメン
<1604> 微妙すぎるイケメン

//<1605> ロリコン
<1605> ロリコン

//<1606> メガネ仲間
<1606> メガネ仲間

//<1607> 暗算日本記録保持者
<1607> 暗算日本記録保持者

//<1608> 通り魔
<1608> 通り魔

//<1609> 記憶ナシ男
<1609> 記憶ナシ男

//<1610> 音速
<1610> 音速

//<1611> 無限
<1611> 無限

//<1612> エロ侍
<1612> エロ侍

//<1613> エロエロ団ナンバー１
<1613> エロエロ団ナンバー１

//<1614> ただのエロ少年
<1614> ただのエロ少年

//<1615> ユリブサイク
<1615> ユリブサイク

//<1616> ドピュッシー
<1616> ドピュッシー

//<1617> アメリカンエロドッグ
<1617> アメリカンエロドッグ

//<1618> ゼウス
<1618> ゼウス

//<1619> 日向markⅡ
<1619> 日向markⅡ

//<1620> 糞虫
<1620> 糞虫

//<1621> 量産型日向
<1621> 量産型日向

//<1622> ？？
<1622> ？？

//<1623> （早漏！？　俺自身自覚がないのに、いつ知った！？）
<1623> （早漏！？　俺自身自覚がないのに、いつ知った！？）

//<1624> nothing
<1624> nothing

//<1625> nothing
<1625> nothing

//<1626> nothing
<1626> nothing

//<1627> nothing
<1627> nothing

//<1628> nothing
<1628> nothing

//<1629> さらに何か言っている。
<1629> さらに何か言っている。

//<1630> 音無
<1630> 音無

//<1631> クソ坊主
<1631> クソ坊主

//<1632> 代理人
<1632> 代理人

//<1633> 微妙すぎるイケメン
<1633> 微妙すぎるイケメン

//<1634> ロリコン
<1634> ロリコン

//<1635> メガネ仲間
<1635> メガネ仲間

//<1636> 暗算日本記録保持者
<1636> 暗算日本記録保持者

//<1637> 通り魔
<1637> 通り魔

//<1638> 記憶ナシ男
<1638> 記憶ナシ男

//<1639> 音速
<1639> 音速

//<1640> 無限
<1640> 無限

//<1641> エロ侍
<1641> エロ侍

//<1642> エロエロ団ナンバー１
<1642> エロエロ団ナンバー１

//<1643> ただのエロ少年
<1643> ただのエロ少年

//<1644> ユリブサイク
<1644> ユリブサイク

//<1645> ドピュッシー
<1645> ドピュッシー

//<1646> アメリカンエロドッグ
<1646> アメリカンエロドッグ

//<1647> ゼウス
<1647> ゼウス

//<1648> 日向markⅡ
<1648> 日向markⅡ

//<1649> 糞虫
<1649> 糞虫

//<1650> 量産型日向
<1650> 量産型日向

//<1651> ？？
<1651> ？？

//<1652> （ここで逆転サヨナラを許したら、それをみんなにばらすってことかよ…！）
<1652> （ここで逆転サヨナラを許したら、それをみんなにばらすってことかよ…！）

//<1653> それは避けたい…。
<1653> それは避けたい…。

//<1654> 音無
<1654> 音無

//<1655> クソ坊主
<1655> クソ坊主

//<1656> 代理人
<1656> 代理人

//<1657> 微妙すぎるイケメン
<1657> 微妙すぎるイケメン

//<1658> ロリコン
<1658> ロリコン

//<1659> メガネ仲間
<1659> メガネ仲間

//<1660> 暗算日本記録保持者
<1660> 暗算日本記録保持者

//<1661> 通り魔
<1661> 通り魔

//<1662> 記憶ナシ男
<1662> 記憶ナシ男

//<1663> 音速
<1663> 音速

//<1664> 無限
<1664> 無限

//<1665> エロ侍
<1665> エロ侍

//<1666> エロエロ団ナンバー１
<1666> エロエロ団ナンバー１

//<1667> ただのエロ少年
<1667> ただのエロ少年

//<1668> ユリブサイク
<1668> ユリブサイク

//<1669> ドピュッシー
<1669> ドピュッシー

//<1670> アメリカンエロドッグ
<1670> アメリカンエロドッグ

//<1671> ゼウス
<1671> ゼウス

//<1672> 日向markⅡ
<1672> 日向markⅡ

//<1673> 糞虫
<1673> 糞虫

//<1674> 量産型日向
<1674> 量産型日向

//<1675> ？？
<1675> ？？

//<1676> （完封したらキスしてやる！？）
<1676> （完封したらキスしてやる！？）

//<1677> 音無
<1677> 音無

//<1678> クソ坊主
<1678> クソ坊主

//<1679> 代理人
<1679> 代理人

//<1680> 微妙すぎるイケメン
<1680> 微妙すぎるイケメン

//<1681> ロリコン
<1681> ロリコン

//<1682> メガネ仲間
<1682> メガネ仲間

//<1683> 暗算日本記録保持者
<1683> 暗算日本記録保持者

//<1684> 通り魔
<1684> 通り魔

//<1685> 記憶ナシ男
<1685> 記憶ナシ男

//<1686> 音速
<1686> 音速

//<1687> 無限
<1687> 無限

//<1688> エロ侍
<1688> エロ侍

//<1689> エロエロ団ナンバー１
<1689> エロエロ団ナンバー１

//<1690> ただのエロ少年
<1690> ただのエロ少年

//<1691> ユリブサイク
<1691> ユリブサイク

//<1692> ドピュッシー
<1692> ドピュッシー

//<1693> アメリカンエロドッグ
<1693> アメリカンエロドッグ

//<1694> ゼウス
<1694> ゼウス

//<1695> 日向markⅡ
<1695> 日向markⅡ

//<1696> 糞虫
<1696> 糞虫

//<1697> 量産型日向
<1697> 量産型日向

//<1698> ？？
<1698> ？？

//<1699> （いやいや、四文字と予想したのに、あまりに字余りが過ぎるじゃないか！！）
<1699> （いやいや、四文字と予想したのに、あまりに字余りが過ぎるじゃないか！！）

//<1700> でも、それぐらいのご褒美がないと、疲れ切った俺には闘志が芽生えない。
<1700> でも、それぐらいのご褒美がないと、疲れ切った俺には闘志が芽生えない。

//<1701> よし、岩沢とのキスのため、頑張ろう。
<1701> よし、岩沢とのキスのため、頑張ろう。

//<1702> 俄然パワーが湧いてきた。
<1702> 俄然パワーが湧いてきた。

//<1703> がんばれ
<1703> がんばれ

//<1704> いーでぃー
<1704> いーでぃー

//<1705> あかふく
<1705> あかふく

//<1706> selbtn : 
<1706> selbtn : 

//<1707> 音無
<1707> 音無

//<1708> クソ坊主
<1708> クソ坊主

//<1709> 代理人
<1709> 代理人

//<1710> 微妙すぎるイケメン
<1710> 微妙すぎるイケメン

//<1711> ロリコン
<1711> ロリコン

//<1712> メガネ仲間
<1712> メガネ仲間

//<1713> 暗算日本記録保持者
<1713> 暗算日本記録保持者

//<1714> 通り魔
<1714> 通り魔

//<1715> 記憶ナシ男
<1715> 記憶ナシ男

//<1716> 音速
<1716> 音速

//<1717> 無限
<1717> 無限

//<1718> エロ侍
<1718> エロ侍

//<1719> エロエロ団ナンバー１
<1719> エロエロ団ナンバー１

//<1720> ただのエロ少年
<1720> ただのエロ少年

//<1721> ユリブサイク
<1721> ユリブサイク

//<1722> ドピュッシー
<1722> ドピュッシー

//<1723> アメリカンエロドッグ
<1723> アメリカンエロドッグ

//<1724> ゼウス
<1724> ゼウス

//<1725> 日向markⅡ
<1725> 日向markⅡ

//<1726> 糞虫
<1726> 糞虫

//<1727> 量産型日向
<1727> 量産型日向

//<1728> ？？
<1728> ？？

//<1729> （いーでぃー…ＥＤ！？）
<1729> （いーでぃー…ＥＤ！？）

//<1730> 音無
<1730> 音無

//<1731> クソ坊主
<1731> クソ坊主

//<1732> 代理人
<1732> 代理人

//<1733> 微妙すぎるイケメン
<1733> 微妙すぎるイケメン

//<1734> ロリコン
<1734> ロリコン

//<1735> メガネ仲間
<1735> メガネ仲間

//<1736> 暗算日本記録保持者
<1736> 暗算日本記録保持者

//<1737> 通り魔
<1737> 通り魔

//<1738> 記憶ナシ男
<1738> 記憶ナシ男

//<1739> 音速
<1739> 音速

//<1740> 無限
<1740> 無限

//<1741> エロ侍
<1741> エロ侍

//<1742> エロエロ団ナンバー１
<1742> エロエロ団ナンバー１

//<1743> ただのエロ少年
<1743> ただのエロ少年

//<1744> ユリブサイク
<1744> ユリブサイク

//<1745> ドピュッシー
<1745> ドピュッシー

//<1746> アメリカンエロドッグ
<1746> アメリカンエロドッグ

//<1747> ゼウス
<1747> ゼウス

//<1748> 日向markⅡ
<1748> 日向markⅡ

//<1749> 糞虫
<1749> 糞虫

//<1750> 量産型日向
<1750> 量産型日向

//<1751> ？？
<1751> ？？

//<1752> （勃起不全じゃないか！！　俺自身自覚がないのに、いつ知った！？）
<1752> （勃起不全じゃないか！！　俺自身自覚がないのに、いつ知った！？）

//<1753> nothing
<1753> nothing

//<1754> nothing
<1754> nothing

//<1755> nothing
<1755> nothing

//<1756> nothing
<1756> nothing

//<1757> nothing
<1757> nothing

//<1758> さらに何か言っている。
<1758> さらに何か言っている。

//<1759> 音無
<1759> 音無

//<1760> クソ坊主
<1760> クソ坊主

//<1761> 代理人
<1761> 代理人

//<1762> 微妙すぎるイケメン
<1762> 微妙すぎるイケメン

//<1763> ロリコン
<1763> ロリコン

//<1764> メガネ仲間
<1764> メガネ仲間

//<1765> 暗算日本記録保持者
<1765> 暗算日本記録保持者

//<1766> 通り魔
<1766> 通り魔

//<1767> 記憶ナシ男
<1767> 記憶ナシ男

//<1768> 音速
<1768> 音速

//<1769> 無限
<1769> 無限

//<1770> エロ侍
<1770> エロ侍

//<1771> エロエロ団ナンバー１
<1771> エロエロ団ナンバー１

//<1772> ただのエロ少年
<1772> ただのエロ少年

//<1773> ユリブサイク
<1773> ユリブサイク

//<1774> ドピュッシー
<1774> ドピュッシー

//<1775> アメリカンエロドッグ
<1775> アメリカンエロドッグ

//<1776> ゼウス
<1776> ゼウス

//<1777> 日向markⅡ
<1777> 日向markⅡ

//<1778> 糞虫
<1778> 糞虫

//<1779> 量産型日向
<1779> 量産型日向

//<1780> ？？
<1780> ？？

//<1781> （ここで逆転サヨナラを許したら、それをみんなにばらすってことかよ…）
<1781> （ここで逆転サヨナラを許したら、それをみんなにばらすってことかよ…）

//<1782> それだけは避けたい…。
<1782> それだけは避けたい…。

//<1783> 音無
<1783> 音無

//<1784> クソ坊主
<1784> クソ坊主

//<1785> 代理人
<1785> 代理人

//<1786> 微妙すぎるイケメン
<1786> 微妙すぎるイケメン

//<1787> ロリコン
<1787> ロリコン

//<1788> メガネ仲間
<1788> メガネ仲間

//<1789> 暗算日本記録保持者
<1789> 暗算日本記録保持者

//<1790> 通り魔
<1790> 通り魔

//<1791> 記憶ナシ男
<1791> 記憶ナシ男

//<1792> 音速
<1792> 音速

//<1793> 無限
<1793> 無限

//<1794> エロ侍
<1794> エロ侍

//<1795> エロエロ団ナンバー１
<1795> エロエロ団ナンバー１

//<1796> ただのエロ少年
<1796> ただのエロ少年

//<1797> ユリブサイク
<1797> ユリブサイク

//<1798> ドピュッシー
<1798> ドピュッシー

//<1799> アメリカンエロドッグ
<1799> アメリカンエロドッグ

//<1800> ゼウス
<1800> ゼウス

//<1801> 日向markⅡ
<1801> 日向markⅡ

//<1802> 糞虫
<1802> 糞虫

//<1803> 量産型日向
<1803> 量産型日向

//<1804> ？？
<1804> ？？

//<1805> （あかふく！？）
<1805> （あかふく！？）

//<1806> 音無
<1806> 音無

//<1807> クソ坊主
<1807> クソ坊主

//<1808> 代理人
<1808> 代理人

//<1809> 微妙すぎるイケメン
<1809> 微妙すぎるイケメン

//<1810> ロリコン
<1810> ロリコン

//<1811> メガネ仲間
<1811> メガネ仲間

//<1812> 暗算日本記録保持者
<1812> 暗算日本記録保持者

//<1813> 通り魔
<1813> 通り魔

//<1814> 記憶ナシ男
<1814> 記憶ナシ男

//<1815> 音速
<1815> 音速

//<1816> 無限
<1816> 無限

//<1817> エロ侍
<1817> エロ侍

//<1818> エロエロ団ナンバー１
<1818> エロエロ団ナンバー１

//<1819> ただのエロ少年
<1819> ただのエロ少年

//<1820> ユリブサイク
<1820> ユリブサイク

//<1821> ドピュッシー
<1821> ドピュッシー

//<1822> アメリカンエロドッグ
<1822> アメリカンエロドッグ

//<1823> ゼウス
<1823> ゼウス

//<1824> 日向markⅡ
<1824> 日向markⅡ

//<1825> 糞虫
<1825> 糞虫

//<1826> 量産型日向
<1826> 量産型日向

//<1827> ？？
<1827> ？？

//<1828> （あの、三重県伊勢名物の赤福のことか！？）
<1828> （あの、三重県伊勢名物の赤福のことか！？）

//<1829> 音無
<1829> 音無

//<1830> クソ坊主
<1830> クソ坊主

//<1831> 代理人
<1831> 代理人

//<1832> 微妙すぎるイケメン
<1832> 微妙すぎるイケメン

//<1833> ロリコン
<1833> ロリコン

//<1834> メガネ仲間
<1834> メガネ仲間

//<1835> 暗算日本記録保持者
<1835> 暗算日本記録保持者

//<1836> 通り魔
<1836> 通り魔

//<1837> 記憶ナシ男
<1837> 記憶ナシ男

//<1838> 音速
<1838> 音速

//<1839> 無限
<1839> 無限

//<1840> エロ侍
<1840> エロ侍

//<1841> エロエロ団ナンバー１
<1841> エロエロ団ナンバー１

//<1842> ただのエロ少年
<1842> ただのエロ少年

//<1843> ユリブサイク
<1843> ユリブサイク

//<1844> ドピュッシー
<1844> ドピュッシー

//<1845> アメリカンエロドッグ
<1845> アメリカンエロドッグ

//<1846> ゼウス
<1846> ゼウス

//<1847> 日向markⅡ
<1847> 日向markⅡ

//<1848> 糞虫
<1848> 糞虫

//<1849> 量産型日向
<1849> 量産型日向

//<1850> ？？
