// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 日向
<2589> 微妙すぎるイケメン

//<2590> ロリコン
<2590> ロリコン

//<2591> メガネ仲間
<2591> メガネ仲間

//<2592> 暗算日本記録保持者
<2592> 暗算日本記録保持者

//<2593> 通り魔
<2593> 通り魔

//<2594> 記憶ナシ男
<2594> 記憶ナシ男

//<2595> 音速
<2595> 音速

//<2596> 無限
<2596> 無限

//<2597> エロ侍
<2597> エロ侍

//<2598> エロエロ団ナンバー１
<2598> エロエロ団ナンバー１

//<2599> ただのエロ少年
<2599> ただのエロ少年

//<2600> ユリブサイク
<2600> ユリブサイク

//<2601> ドピュッシー
<2601> ドピュッシー

//<2602> アメリカンエロドッグ
<2602> アメリカンエロドッグ

//<2603> ゼウス
<2603> ゼウス

//<2604> 日向markⅡ
<2604> 日向markⅡ

//<2605> 糞虫
<2605> 糞虫

//<2606> 量産型日向
<2606> 量産型日向

//<2607> ？？
<2607> ？？

//<2608> 「まさか…」
<2608> 「まさか…」

//<2609> nothing
<2609> nothing

//<2610> nothing
<2610> nothing

//<2611> nothing
<2611> nothing

//<2612> nothing
<2612> nothing

//<2613> nothing
<2613> nothing

//<2614> 日向
<2614> 日向

//<2615> 男Ｂ
<2615> 男Ｂ

//<2616> エロエロ団総帥
<2616> エロエロ団総帥

//<2617> イケチン
<2617> イケチン

//<2618> ホモ太
<2618> ホモ太

//<2619> ひなチン
<2619> ひなチン

//<2620> 秀樹
<2620> 秀樹

//<2621> 男子生徒
<2621> 男子生徒

//<2622> ？？
<2622> ？？

//<2623> 「その通り、まさかだよ…」
<2623> 「その通り、まさかだよ…」

//<2624> nothing
<2624> nothing

//<2625> nothing
<2625> nothing

//<2626> nothing
<2626> nothing

//<2627> nothing
<2627> nothing

//<2628> nothing
<2628> nothing

//<2629> 日向
<2629> 日向

//<2630> 男Ｂ
<2630> 男Ｂ

//<2631> エロエロ団総帥
<2631> エロエロ団総帥

//<2632> イケチン
<2632> イケチン

//<2633> ホモ太
<2633> ホモ太

//<2634> ひなチン
<2634> ひなチン

//<2635> 秀樹
<2635> 秀樹

//<2636> 男子生徒
<2636> 男子生徒

//<2637> ？？
<2637> ？？

//<2638> 「また言ったんだよ、俺のことをイケチンと！」
<2638> 「また言ったんだよ、俺のことをイケチンと！」

//<2639> nothing
<2639> nothing

//<2640> nothing
<2640> nothing

//<2641> nothing
<2641> nothing

//<2642> nothing
<2642> nothing

//<2643> nothing
<2643> nothing

//<2644> 日向
<2644> 日向

//<2645> 男Ｂ
<2645> 男Ｂ

//<2646> エロエロ団総帥
<2646> エロエロ団総帥

//<2647> イケチン
<2647> イケチン

//<2648> ホモ太
<2648> ホモ太

//<2649> ひなチン
<2649> ひなチン

//<2650> 秀樹
<2650> 秀樹

//<2651> 男子生徒
<2651> 男子生徒

//<2652> ？？
<2652> ？？

//<2653> 「自覚してんだろ！？　わざと言ってんだろ！？」
<2653> 「自覚してんだろ！？　わざと言ってんだろ！？」

//<2654> 音無
<2654> 音無

//<2655> クソ坊主
<2655> クソ坊主

//<2656> 代理人
<2656> 代理人

//<2657> 微妙すぎるイケメン
<2657> 微妙すぎるイケメン

//<2658> ロリコン
<2658> ロリコン

//<2659> メガネ仲間
<2659> メガネ仲間

//<2660> 暗算日本記録保持者
<2660> 暗算日本記録保持者

//<2661> 通り魔
<2661> 通り魔

//<2662> 記憶ナシ男
<2662> 記憶ナシ男

//<2663> 音速
<2663> 音速

//<2664> 無限
<2664> 無限

//<2665> エロ侍
<2665> エロ侍

//<2666> エロエロ団ナンバー１
<2666> エロエロ団ナンバー１

//<2667> ただのエロ少年
<2667> ただのエロ少年

//<2668> ユリブサイク
<2668> ユリブサイク

//<2669> ドピュッシー
<2669> ドピュッシー

//<2670> アメリカンエロドッグ
<2670> アメリカンエロドッグ

//<2671> ゼウス
<2671> ゼウス

//<2672> 日向markⅡ
<2672> 日向markⅡ

//<2673> 糞虫
<2673> 糞虫

//<2674> 量産型日向
<2674> 量産型日向

//<2675> ？？
<2675> ？？

//<2676> 「いやいやいや…」
<2676> 「いやいやいや…」

//<2677> nothing
<2677> nothing

//<2678> nothing
<2678> nothing

//<2679> nothing
<2679> nothing

//<2680> nothing
<2680> nothing

//<2681> nothing
<2681> nothing

//<2682> 日向
<2682> 日向

//<2683> 男Ｂ
<2683> 男Ｂ

//<2684> エロエロ団総帥
<2684> エロエロ団総帥

//<2685> イケチン
<2685> イケチン

//<2686> ホモ太
<2686> ホモ太

//<2687> ひなチン
<2687> ひなチン

//<2688> 秀樹
<2688> 秀樹

//<2689> 男子生徒
<2689> 男子生徒

//<2690> ？？
<2690> ？？

//<2691> 「まったく、言わない努力が感じられねーぜ…」
<2691> 「まったく、言わない努力が感じられねーぜ…」

//<2692> 音無
<2692> 音無

//<2693> クソ坊主
<2693> クソ坊主

//<2694> 代理人
<2694> 代理人

//<2695> 微妙すぎるイケメン
<2695> 微妙すぎるイケメン

//<2696> ロリコン
<2696> ロリコン

//<2697> メガネ仲間
<2697> メガネ仲間

//<2698> 暗算日本記録保持者
<2698> 暗算日本記録保持者

//<2699> 通り魔
<2699> 通り魔

//<2700> 記憶ナシ男
<2700> 記憶ナシ男

//<2701> 音速
<2701> 音速

//<2702> 無限
<2702> 無限

//<2703> エロ侍
<2703> エロ侍

//<2704> エロエロ団ナンバー１
<2704> エロエロ団ナンバー１

//<2705> ただのエロ少年
<2705> ただのエロ少年

//<2706> ユリブサイク
<2706> ユリブサイク

//<2707> ドピュッシー
<2707> ドピュッシー

//<2708> アメリカンエロドッグ
<2708> アメリカンエロドッグ

//<2709> ゼウス
<2709> ゼウス

//<2710> 日向markⅡ
<2710> 日向markⅡ

//<2711> 糞虫
<2711> 糞虫

//<2712> 量産型日向
<2712> 量産型日向

//<2713> ？？
<2713> ？？

//<2714> 「すまん、努力する…」
<2714> 「すまん、努力する…」

//<2715> nothing
<2715> nothing

//<2716> nothing
<2716> nothing

//<2717> nothing
<2717> nothing

//<2718> nothing
<2718> nothing

//<2719> nothing
<2719> nothing

//<2720> 日向
<2720> 日向

//<2721> 男Ｂ
<2721> 男Ｂ

//<2722> エロエロ団総帥
<2722> エロエロ団総帥

//<2723> イケチン
<2723> イケチン

//<2724> ホモ太
<2724> ホモ太

//<2725> ひなチン
<2725> ひなチン

//<2726> 秀樹
<2726> 秀樹

//<2727> 男子生徒
<2727> 男子生徒

//<2728> ？？
<2728> ？？

//<2729> 「ああ…いい加減頼むぜ…」
<2729> 「ああ…いい加減頼むぜ…」

//<2730> 音無
<2730> 音無

//<2731> クソ坊主
<2731> クソ坊主

//<2732> 代理人
<2732> 代理人

//<2733> 微妙すぎるイケメン
<2733> 微妙すぎるイケメン

//<2734> ロリコン
<2734> ロリコン

//<2735> メガネ仲間
<2735> メガネ仲間

//<2736> 暗算日本記録保持者
<2736> 暗算日本記録保持者

//<2737> 通り魔
<2737> 通り魔

//<2738> 記憶ナシ男
<2738> 記憶ナシ男

//<2739> 音速
<2739> 音速

//<2740> 無限
<2740> 無限

//<2741> エロ侍
<2741> エロ侍

//<2742> エロエロ団ナンバー１
<2742> エロエロ団ナンバー１

//<2743> ただのエロ少年
<2743> ただのエロ少年

//<2744> ユリブサイク
<2744> ユリブサイク

//<2745> ドピュッシー
<2745> ドピュッシー

//<2746> アメリカンエロドッグ
<2746> アメリカンエロドッグ

//<2747> ゼウス
<2747> ゼウス

//<2748> 日向markⅡ
<2748> 日向markⅡ

//<2749> 糞虫
<2749> 糞虫

//<2750> 量産型日向
<2750> 量産型日向

//<2751> ？？
<2751> ？？

//<2752> 「ほんなことはへっひてなひ…」
<2752> 「ほんなことはへっひてなひ…」

//<2753> nothing
<2753> nothing

//<2754> nothing
<2754> nothing

//<2755> nothing
<2755> nothing

//<2756> nothing
<2756> nothing

//<2757> nothing
<2757> nothing

//<2758> 日向
<2758> 日向

//<2759> 男Ｂ
<2759> 男Ｂ

//<2760> エロエロ団総帥
<2760> エロエロ団総帥

//<2761> イケチン
<2761> イケチン

//<2762> ホモ太
<2762> ホモ太

//<2763> ひなチン
<2763> ひなチン

//<2764> 秀樹
<2764> 秀樹

//<2765> 男子生徒
<2765> 男子生徒

//<2766> ？？
<2766> ？？

//<2767> 「まあ、いい。今日はもう二度と、その口ではイケチンとは言えねーようだからな」
<2767> 「まあ、いい。今日はもう二度と、その口ではイケチンとは言えねーようだからな」

//<2768> 
<2768> 

//<2769> 音無
<2769> 音無

//<2770> クソ坊主
<2770> クソ坊主

//<2771> 代理人
<2771> 代理人

//<2772> 微妙すぎるイケメン
<2772> 微妙すぎるイケメン

//<2773> ロリコン
<2773> ロリコン

//<2774> メガネ仲間
<2774> メガネ仲間

//<2775> 暗算日本記録保持者
<2775> 暗算日本記録保持者

//<2776> 通り魔
<2776> 通り魔

//<2777> 記憶ナシ男
<2777> 記憶ナシ男

//<2778> 音速
<2778> 音速

//<2779> 無限
<2779> 無限

//<2780> エロ侍
<2780> エロ侍

//<2781> エロエロ団ナンバー１
<2781> エロエロ団ナンバー１

//<2782> ただのエロ少年
<2782> ただのエロ少年

//<2783> ユリブサイク
<2783> ユリブサイク

//<2784> ドピュッシー
<2784> ドピュッシー

//<2785> アメリカンエロドッグ
<2785> アメリカンエロドッグ

//<2786> ゼウス
<2786> ゼウス

//<2787> 日向markⅡ
<2787> 日向markⅡ

//<2788> 糞虫
<2788> 糞虫

//<2789> 量産型日向
<2789> 量産型日向

//<2790> ？？
<2790> ？？

//<2791> 「さすが、イケチン！」
<2791> 「さすが、イケチン！」

//<2792> nothing
<2792> nothing

//<2793> nothing
<2793> nothing

//<2794> nothing
<2794> nothing

//<2795> nothing
<2795> nothing

//<2796> nothing
<2796> nothing

//<2797> ハイタッチでもするのだろうか。俺の元に早足に近づいてきたので、俺は手を上げる。
<2797> ハイタッチでもするのだろうか。俺の元に早足に近づいてきたので、俺は手を上げる。

//<2798> nothing
<2798> nothing

//<2799> nothing
<2799> nothing

//<2800> nothing
<2800> nothing

//<2801> nothing
<2801> nothing

//<2802> nothing
<2802> nothing

//<2803> 日向
<2803> 日向

//<2804> 男Ｂ
<2804> 男Ｂ

//<2805> エロエロ団総帥
<2805> エロエロ団総帥

//<2806> イケチン
<2806> イケチン

//<2807> ホモ太
<2807> ホモ太

//<2808> ひなチン
<2808> ひなチン

//<2809> 秀樹
<2809> 秀樹

//<2810> 男子生徒
<2810> 男子生徒

//<2811> ？？
<2811> ？？

//<2812> 「次言ったら、罰ゲームを課すと伝えたはずだ」
<2812> 「次言ったら、罰ゲームを課すと伝えたはずだ」

//<2813> 音無
<2813> 音無

//<2814> クソ坊主
<2814> クソ坊主

//<2815> 代理人
<2815> 代理人

//<2816> 微妙すぎるイケメン
<2816> 微妙すぎるイケメン

//<2817> ロリコン
<2817> ロリコン

//<2818> メガネ仲間
<2818> メガネ仲間

//<2819> 暗算日本記録保持者
<2819> 暗算日本記録保持者

//<2820> 通り魔
<2820> 通り魔

//<2821> 記憶ナシ男
<2821> 記憶ナシ男

//<2822> 音速
<2822> 音速

//<2823> 無限
<2823> 無限

//<2824> エロ侍
<2824> エロ侍

//<2825> エロエロ団ナンバー１
<2825> エロエロ団ナンバー１

//<2826> ただのエロ少年
<2826> ただのエロ少年

//<2827> ユリブサイク
<2827> ユリブサイク

//<2828> ドピュッシー
<2828> ドピュッシー

//<2829> アメリカンエロドッグ
<2829> アメリカンエロドッグ

//<2830> ゼウス
<2830> ゼウス

//<2831> 日向markⅡ
<2831> 日向markⅡ

//<2832> 糞虫
<2832> 糞虫

//<2833> 量産型日向
<2833> 量産型日向

//<2834> ？？
<2834> ？？

//<2835> 「えっ？」
<2835> 「えっ？」

//<2836> nothing
<2836> nothing

//<2837> nothing
<2837> nothing

//<2838> nothing
<2838> nothing

//<2839> nothing
<2839> nothing

//<2840> nothing
<2840> nothing

//<2841> 日向
<2841> 日向

//<2842> 男Ｂ
<2842> 男Ｂ

//<2843> エロエロ団総帥
<2843> エロエロ団総帥

//<2844> イケチン
<2844> イケチン

//<2845> ホモ太
<2845> ホモ太

//<2846> ひなチン
<2846> ひなチン

//<2847> 秀樹
<2847> 秀樹

//<2848> 男子生徒
<2848> 男子生徒

//<2849> ？？
<2849> ？？

//<2850> 「ケツだせ」
<2850> 「ケツだせ」

//<2851> 音無
<2851> 音無

//<2852> クソ坊主
<2852> クソ坊主

//<2853> 代理人
<2853> 代理人

//<2854> 微妙すぎるイケメン
<2854> 微妙すぎるイケメン

//<2855> ロリコン
<2855> ロリコン

//<2856> メガネ仲間
<2856> メガネ仲間

//<2857> 暗算日本記録保持者
<2857> 暗算日本記録保持者

//<2858> 通り魔
<2858> 通り魔

//<2859> 記憶ナシ男
<2859> 記憶ナシ男

//<2860> 音速
<2860> 音速

//<2861> 無限
<2861> 無限

//<2862> エロ侍
<2862> エロ侍

//<2863> エロエロ団ナンバー１
<2863> エロエロ団ナンバー１

//<2864> ただのエロ少年
<2864> ただのエロ少年

//<2865> ユリブサイク
<2865> ユリブサイク

//<2866> ドピュッシー
<2866> ドピュッシー

//<2867> アメリカンエロドッグ
<2867> アメリカンエロドッグ

//<2868> ゼウス
<2868> ゼウス

//<2869> 日向markⅡ
<2869> 日向markⅡ

//<2870> 糞虫
<2870> 糞虫

//<2871> 量産型日向
<2871> 量産型日向

//<2872> ？？
<2872> ？？

//<2873> 「えぇーーー！？」
<2873> 「えぇーーー！？」

//<2874> こんなところで、そんな…！
<2874> こんなところで、そんな…！

//<2875> しかし、日向から求められているんだ。応えないわけにはいかない。
<2875> しかし、日向から求められているんだ。応えないわけにはいかない。

//<2876> nothing
<2876> nothing

//<2877> nothing
<2877> nothing

//<2878> nothing
<2878> nothing

//<2879> nothing
<2879> nothing

//<2880> nothing
<2880> nothing

//<2881> nothing
<2881> nothing

//<2882> 俺は潔くベルトを外し、トランクスごとズボンを下ろし、生のお尻を差し出す。
<2882> 俺は潔くベルトを外し、トランクスごとズボンを下ろし、生のお尻を差し出す。

//<2883> 観戦している女子たちから悲鳴のような引く声が聞こえてくる。
<2883> 観戦している女子たちから悲鳴のような引く声が聞こえてくる。

//<2884> nothing
<2884> nothing

//<2885> nothing
<2885> nothing

//<2886> nothing
<2886> nothing

//<2887> nothing
<2887> nothing

//<2888> nothing
<2888> nothing

//<2889> 日向
<2889> 日向

//<2890> 男Ｂ
<2890> 男Ｂ

//<2891> エロエロ団総帥
<2891> エロエロ団総帥

//<2892> イケチン
<2892> イケチン

//<2893> ホモ太
<2893> ホモ太

//<2894> ひなチン
<2894> ひなチン

//<2895> 秀樹
<2895> 秀樹

//<2896> 男子生徒
<2896> 男子生徒

//<2897> ？？
<2897> ？？

//<2898> 「いやいや、脱がなくていいから！！」
<2898> 「いやいや、脱がなくていいから！！」

//<2899> 音無
<2899> 音無

//<2900> クソ坊主
<2900> クソ坊主

//<2901> 代理人
<2901> 代理人

//<2902> 微妙すぎるイケメン
<2902> 微妙すぎるイケメン

//<2903> ロリコン
<2903> ロリコン

//<2904> メガネ仲間
<2904> メガネ仲間

//<2905> 暗算日本記録保持者
<2905> 暗算日本記録保持者

//<2906> 通り魔
<2906> 通り魔

//<2907> 記憶ナシ男
<2907> 記憶ナシ男

//<2908> 音速
<2908> 音速

//<2909> 無限
<2909> 無限

//<2910> エロ侍
<2910> エロ侍

//<2911> エロエロ団ナンバー１
<2911> エロエロ団ナンバー１

//<2912> ただのエロ少年
<2912> ただのエロ少年

//<2913> ユリブサイク
<2913> ユリブサイク

//<2914> ドピュッシー
<2914> ドピュッシー

//<2915> アメリカンエロドッグ
<2915> アメリカンエロドッグ

//<2916> ゼウス
<2916> ゼウス

//<2917> 日向markⅡ
<2917> 日向markⅡ

//<2918> 糞虫
<2918> 糞虫

//<2919> 量産型日向
<2919> 量産型日向

//<2920> ？？
<2920> ？？

//<2921> 「え、違うのか？」
<2921> 「え、違うのか？」

//<2922> nothing
<2922> nothing

//<2923> nothing
<2923> nothing

//<2924> nothing
<2924> nothing

//<2925> nothing
<2925> nothing

//<2926> nothing
<2926> nothing

//<2927> 日向
<2927> 日向

//<2928> 男Ｂ
<2928> 男Ｂ

//<2929> エロエロ団総帥
<2929> エロエロ団総帥

//<2930> イケチン
<2930> イケチン

//<2931> ホモ太
<2931> ホモ太

//<2932> ひなチン
<2932> ひなチン

//<2933> 秀樹
<2933> 秀樹

//<2934> 男子生徒
<2934> 男子生徒

//<2935> ？？
<2935> ？？

//<2936> 「いいから！！　早くズボンを履け！」
<2936> 「いいから！！　早くズボンを履け！」

//<2937> 音無
<2937> 音無

//<2938> クソ坊主
<2938> クソ坊主

//<2939> 代理人
<2939> 代理人

//<2940> 微妙すぎるイケメン
<2940> 微妙すぎるイケメン

//<2941> ロリコン
<2941> ロリコン

//<2942> メガネ仲間
<2942> メガネ仲間

//<2943> 暗算日本記録保持者
<2943> 暗算日本記録保持者

//<2944> 通り魔
<2944> 通り魔

//<2945> 記憶ナシ男
<2945> 記憶ナシ男

//<2946> 音速
<2946> 音速

//<2947> 無限
<2947> 無限

//<2948> エロ侍
<2948> エロ侍

//<2949> エロエロ団ナンバー１
<2949> エロエロ団ナンバー１

//<2950> ただのエロ少年
<2950> ただのエロ少年

//<2951> ユリブサイク
<2951> ユリブサイク

//<2952> ドピュッシー
<2952> ドピュッシー

//<2953> アメリカンエロドッグ
