// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 昨日の作戦で、天使の部屋で見たものがずっと気になっていた。
<0000> 昨日の作戦で、天使の部屋で見たものがずっと気になっていた。
//<2674> 俺は足の片方を引きずりながら、本部を後にした。
<2674> 俺は足の片方を引きずりながら、本部を後にした。

//<2675> 音無
<2675> 音無

//<2676> クソ坊主
<2676> クソ坊主

//<2677> 代理人
<2677> 代理人

//<2678> 微妙すぎるイケメン
<2678> 微妙すぎるイケメン

//<2679> ロリコン
<2679> ロリコン

//<2680> メガネ仲間
<2680> メガネ仲間

//<2681> 暗算日本記録保持者
<2681> 暗算日本記録保持者

//<2682> 通り魔
<2682> 通り魔

//<2683> 記憶ナシ男
<2683> 記憶ナシ男

//<2684> 音速
<2684> 音速

//<2685> 無限
<2685> 無限

//<2686> エロ侍
<2686> エロ侍

//<2687> エロエロ団ナンバー１
<2687> エロエロ団ナンバー１

//<2688> ただのエロ少年
<2688> ただのエロ少年

//<2689> ユリブサイク
<2689> ユリブサイク

//<2690> ドピュッシー
<2690> ドピュッシー

//<2691> アメリカンエロドッグ
<2691> アメリカンエロドッグ

//<2692> ゼウス
<2692> ゼウス

//<2693> 日向markⅡ
<2693> 日向markⅡ

//<2694> 糞虫
<2694> 糞虫

//<2695> 量産型日向
<2695> 量産型日向

//<2696> ？？
<2696> ？？

//<2697> 「すまん、嘘だった」
<2697> 「すまん、嘘だった」

//<2698> nothing
<2698> nothing

//<2699> nothing
<2699> nothing

//<2700> nothing
<2700> nothing

//<2701> nothing
<2701> nothing

//<2702> nothing
<2702> nothing

//<2703> ゆり
<2703> ゆり

//<2704> 女生徒
<2704> 女生徒

//<2705> ？？
<2705> ？？

//<2706> 「賢明ね。あたしも貴重な銃弾を無駄にしたくはないわ」
<2706> 「賢明ね。あたしも貴重な銃弾を無駄にしたくはないわ」

//<2707> nothing
<2707> nothing

//<2708> nothing
<2708> nothing

//<2709> nothing
<2709> nothing

//<2710> nothing
<2710> nothing

//<2711> nothing
<2711> nothing

//<2712> ゆり
<2712> ゆり

//<2713> 女生徒
<2713> 女生徒

//<2714> ？？
<2714> ？？

//<2715> 「あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」
<2715> 「あなたはまだまだ新米なんだから、幹部のみんなに追いつくぐらい、体力作りと銃の練習に努めなさい」

//<2716> それ以上は何も話してくれないようだった。
<2716> それ以上は何も話してくれないようだった。

//<2717> nothing
<2717> nothing

//<2718> nothing
<2718> nothing

//<2719> nothing
<2719> nothing

//<2720> nothing
<2720> nothing

//<2721> nothing
<2721> nothing

//<2722> nothing
<2722> nothing

//<2723> 本部を出ようと扉を前にした時、俺は足を止めた。
<2723> 本部を出ようと扉を前にした時、俺は足を止めた。

//<2724> Angel Player
<2724> Angel Player

//<2725> の事に夢中になっていたけど…今、この空間は、ゆりと二人っきりじゃないか！
<2725> の事に夢中になっていたけど…今、この空間は、ゆりと二人っきりじゃないか！

//<2726> いや…落ち着け、日向にも言われて俺はゆりのことを諦めると決めた…。
<2726> いや…落ち着け、日向にも言われて俺はゆりのことを諦めると決めた…。

//<2727> 振り返ってしまえば、もういろいろと抑えきれなくなる。
<2727> 振り返ってしまえば、もういろいろと抑えきれなくなる。

//<2728> 俺は…俺は…！
<2728> 俺は…俺は…！

//<2729> 振り返る
<2729> 振り返る

//<2730> 本部を出る
<2730> 本部を出る

//<2731> selbtn : 
<2731> selbtn : 

//<2732> かまうものか！　俺のゆりへの思いは本物だ！
<2732> かまうものか！　俺のゆりへの思いは本物だ！

//<2733> ぐっと歯を食いしばって、扉のドアノブに手をかける。
<2733> ぐっと歯を食いしばって、扉のドアノブに手をかける。

//<2734> そして俺はゆっくりと…本部をあとにした。
<2734> そして俺はゆっくりと…本部をあとにした。

//<2735> 俺は、ゆりの方に向き直る。
<2735> 俺は、ゆりの方に向き直る。

//<2736> nothing
<2736> nothing

//<2737> nothing
<2737> nothing

//<2738> nothing
<2738> nothing

//<2739> nothing
<2739> nothing

//<2740> nothing
<2740> nothing

//<2741> ゆり
<2741> ゆり

//<2742> 女生徒
<2742> 女生徒

//<2743> ？？
<2743> ？？

//<2744> 「どうしたの？」
<2744> 「どうしたの？」

//<2745> 音無
<2745> 音無

//<2746> クソ坊主
<2746> クソ坊主

//<2747> 代理人
<2747> 代理人

//<2748> 微妙すぎるイケメン
<2748> 微妙すぎるイケメン

//<2749> ロリコン
<2749> ロリコン

//<2750> メガネ仲間
<2750> メガネ仲間

//<2751> 暗算日本記録保持者
<2751> 暗算日本記録保持者

//<2752> 通り魔
<2752> 通り魔

//<2753> 記憶ナシ男
<2753> 記憶ナシ男

//<2754> 音速
<2754> 音速

//<2755> 無限
<2755> 無限

//<2756> エロ侍
<2756> エロ侍

//<2757> エロエロ団ナンバー１
<2757> エロエロ団ナンバー１

//<2758> ただのエロ少年
<2758> ただのエロ少年

//<2759> ユリブサイク
<2759> ユリブサイク

//<2760> ドピュッシー
<2760> ドピュッシー

//<2761> アメリカンエロドッグ
<2761> アメリカンエロドッグ

//<2762> ゼウス
<2762> ゼウス

//<2763> 日向markⅡ
<2763> 日向markⅡ

//<2764> 糞虫
<2764> 糞虫

//<2765> 量産型日向
<2765> 量産型日向

//<2766> ？？
<2766> ？？

//<2767> 「用はなくなったけど、もう少しおまえと一緒にいたい」
<2767> 「用はなくなったけど、もう少しおまえと一緒にいたい」

//<2768> 音無
<2768> 音無

//<2769> クソ坊主
<2769> クソ坊主

//<2770> 代理人
<2770> 代理人

//<2771> 微妙すぎるイケメン
<2771> 微妙すぎるイケメン

//<2772> ロリコン
<2772> ロリコン

//<2773> メガネ仲間
<2773> メガネ仲間

//<2774> 暗算日本記録保持者
<2774> 暗算日本記録保持者

//<2775> 通り魔
<2775> 通り魔

//<2776> 記憶ナシ男
<2776> 記憶ナシ男

//<2777> 音速
<2777> 音速

//<2778> 無限
<2778> 無限

//<2779> エロ侍
<2779> エロ侍

//<2780> エロエロ団ナンバー１
<2780> エロエロ団ナンバー１

//<2781> ただのエロ少年
<2781> ただのエロ少年

//<2782> ユリブサイク
<2782> ユリブサイク

//<2783> ドピュッシー
<2783> ドピュッシー

//<2784> アメリカンエロドッグ
<2784> アメリカンエロドッグ

//<2785> ゼウス
<2785> ゼウス

//<2786> 日向markⅡ
<2786> 日向markⅡ

//<2787> 糞虫
<2787> 糞虫

//<2788> 量産型日向
<2788> 量産型日向

//<2789> ？？
<2789> ？？

//<2790> 「だって、俺はこんなにもお前のことが…気になるから」
<2790> 「だって、俺はこんなにもお前のことが…気になるから」

//<2791> nothing
<2791> nothing

//<2792> nothing
<2792> nothing

//<2793> nothing
<2793> nothing

//<2794> nothing
<2794> nothing

//<2795> nothing
<2795> nothing

//<2796> nothing
<2796> nothing

//<2797> 俺は本部を後にした。
<2797> 俺は本部を後にした。

//<2798> 日向に言われて、ゆりのことは諦めると決めた…。
<2798> 日向に言われて、ゆりのことは諦めると決めた…。

//<2799> でも、この抑えられない衝動をどうすればいいんだ。
<2799> でも、この抑えられない衝動をどうすればいいんだ。

//<2800> くそっ！　俺は…俺は…。
<2800> くそっ！　俺は…俺は…。

//<2801> 衝動を抑える
<2801> 衝動を抑える

//<2802> そんなことはどうでもいい
<2802> そんなことはどうでもいい

//<2803> selbtn : 
<2803> selbtn : 

//<2804> その通りだ。今は会わずにおこう…。
<2804> その通りだ。今は会わずにおこう…。

//<2805> いや、そんなことはどうでもいい。
<2805> いや、そんなことはどうでもいい。

//<2806> ゆりに会いに行こう！
<2806> ゆりに会いに行こう！

//<2807> 音無
<2807> 音無

//<2808> クソ坊主
<2808> クソ坊主

//<2809> 代理人
<2809> 代理人

//<2810> 微妙すぎるイケメン
<2810> 微妙すぎるイケメン

//<2811> ロリコン
<2811> ロリコン

//<2812> メガネ仲間
<2812> メガネ仲間

//<2813> 暗算日本記録保持者
<2813> 暗算日本記録保持者

//<2814> 通り魔
<2814> 通り魔

//<2815> 記憶ナシ男
<2815> 記憶ナシ男

//<2816> 音速
<2816> 音速

//<2817> 無限
<2817> 無限

//<2818> エロ侍
<2818> エロ侍

//<2819> エロエロ団ナンバー１
<2819> エロエロ団ナンバー１

//<2820> ただのエロ少年
<2820> ただのエロ少年

//<2821> ユリブサイク
<2821> ユリブサイク

//<2822> ドピュッシー
<2822> ドピュッシー

//<2823> アメリカンエロドッグ
<2823> アメリカンエロドッグ

//<2824> ゼウス
<2824> ゼウス

//<2825> 日向markⅡ
<2825> 日向markⅡ

//<2826> 糞虫
<2826> 糞虫

//<2827> 量産型日向
<2827> 量産型日向

//<2828> ？？
<2828> ？？

//<2829> 「カミモホトケモテンシモナシ」
<2829> 「カミモホトケモテンシモナシ」

//<2830> se_key_open
<2830> se_key_open

//<2831> がちゃり、と解錠される音を確認してから、中に入る。
<2831> がちゃり、と解錠される音を確認してから、中に入る。

//<2832> nothing
<2832> nothing

//<2833> nothing
<2833> nothing

//<2834> nothing
<2834> nothing

//<2835> nothing
<2835> nothing

//<2836> nothing
<2836> nothing

//<2837> また、ゆりだけが居た。
<2837> また、ゆりだけが居た。

//<2838> nothing
<2838> nothing

//<2839> nothing
<2839> nothing

//<2840> nothing
<2840> nothing

//<2841> nothing
<2841> nothing

//<2842> nothing
<2842> nothing

//<2843> ゆり
<2843> ゆり

//<2844> 女生徒
<2844> 女生徒

//<2845> ？？
<2845> ？？

//<2846> 「なんの用？」
<2846> 「なんの用？」

//<2847> 音無
<2847> 音無

//<2848> クソ坊主
<2848> クソ坊主

//<2849> 代理人
<2849> 代理人

//<2850> 微妙すぎるイケメン
<2850> 微妙すぎるイケメン

//<2851> ロリコン
<2851> ロリコン

//<2852> メガネ仲間
<2852> メガネ仲間

//<2853> 暗算日本記録保持者
<2853> 暗算日本記録保持者

//<2854> 通り魔
<2854> 通り魔

//<2855> 記憶ナシ男
<2855> 記憶ナシ男

//<2856> 音速
<2856> 音速

//<2857> 無限
<2857> 無限

//<2858> エロ侍
<2858> エロ侍

//<2859> エロエロ団ナンバー１
<2859> エロエロ団ナンバー１

//<2860> ただのエロ少年
<2860> ただのエロ少年

//<2861> ユリブサイク
<2861> ユリブサイク

//<2862> ドピュッシー
<2862> ドピュッシー

//<2863> アメリカンエロドッグ
<2863> アメリカンエロドッグ

//<2864> ゼウス
<2864> ゼウス

//<2865> 日向markⅡ
<2865> 日向markⅡ

//<2866> 糞虫
<2866> 糞虫

//<2867> 量産型日向
<2867> 量産型日向

//<2868> ？？
<2868> ？？

//<2869> 「会いにきただけだけど？」
<2869> 「会いにきただけだけど？」

//<2870> nothing
<2870> nothing

//<2871> nothing
<2871> nothing

//<2872> nothing
<2872> nothing

//<2873> nothing
<2873> nothing

//<2874> nothing
<2874> nothing

//<2875> ゆり
<2875> ゆり

//<2876> 女生徒
<2876> 女生徒

//<2877> ？？
<2877> ？？

//<2878> 「ふぅー…」
<2878> 「ふぅー…」

//<2879> 重いため息をつかれる。
<2879> 重いため息をつかれる。

//<2880> nothing
<2880> nothing

//<2881> nothing
<2881> nothing

//<2882> nothing
<2882> nothing

//<2883> nothing
<2883> nothing

//<2884> nothing
<2884> nothing

//<2885> ゆり
<2885> ゆり

//<2886> 女生徒
<2886> 女生徒

//<2887> ？？
<2887> ？？

//<2888> 「ねぇ、音無くん…」
<2888> 「ねぇ、音無くん…」

//<2889> 音無
<2889> 音無

//<2890> クソ坊主
<2890> クソ坊主

//<2891> 代理人
<2891> 代理人

//<2892> 微妙すぎるイケメン
<2892> 微妙すぎるイケメン

//<2893> ロリコン
<2893> ロリコン

//<2894> メガネ仲間
<2894> メガネ仲間

//<2895> 暗算日本記録保持者
<2895> 暗算日本記録保持者

//<2896> 通り魔
<2896> 通り魔

//<2897> 記憶ナシ男
<2897> 記憶ナシ男

//<2898> 音速
<2898> 音速

//<2899> 無限
<2899> 無限

//<2900> エロ侍
<2900> エロ侍

//<2901> エロエロ団ナンバー１
<2901> エロエロ団ナンバー１

//<2902> ただのエロ少年
<2902> ただのエロ少年

//<2903> ユリブサイク
<2903> ユリブサイク

//<2904> ドピュッシー
<2904> ドピュッシー

//<2905> アメリカンエロドッグ
<2905> アメリカンエロドッグ

//<2906> ゼウス
<2906> ゼウス

//<2907> 日向markⅡ
<2907> 日向markⅡ

//<2908> 糞虫
<2908> 糞虫

//<2909> 量産型日向
<2909> 量産型日向

//<2910> ？？
<2910> ？？

//<2911> 「え？　あ、はい…」
<2911> 「え？　あ、はい…」

//<2912> nothing
<2912> nothing

//<2913> nothing
<2913> nothing

//<2914> nothing
<2914> nothing

//<2915> nothing
<2915> nothing

//<2916> nothing
<2916> nothing

//<2917> ゆり
<2917> ゆり

//<2918> 女生徒
<2918> 女生徒

//<2919> ？？
<2919> ？？

//<2920> 「あなた、まだあたしに気があるの…？」
<2920> 「あなた、まだあたしに気があるの…？」

//<2921> 音無
<2921> 音無

//<2922> クソ坊主
<2922> クソ坊主

//<2923> 代理人
<2923> 代理人

//<2924> 微妙すぎるイケメン
<2924> 微妙すぎるイケメン

//<2925> ロリコン
<2925> ロリコン

//<2926> メガネ仲間
<2926> メガネ仲間

//<2927> 暗算日本記録保持者
<2927> 暗算日本記録保持者

//<2928> 通り魔
<2928> 通り魔

//<2929> 記憶ナシ男
<2929> 記憶ナシ男

//<2930> 音速
<2930> 音速

//<2931> 無限
<2931> 無限

//<2932> エロ侍
<2932> エロ侍

//<2933> エロエロ団ナンバー１
<2933> エロエロ団ナンバー１

//<2934> ただのエロ少年
<2934> ただのエロ少年

//<2935> ユリブサイク
<2935> ユリブサイク

//<2936> ドピュッシー
<2936> ドピュッシー

//<2937> アメリカンエロドッグ
<2937> アメリカンエロドッグ

//<2938> ゼウス
<2938> ゼウス

//<2939> 日向markⅡ
<2939> 日向markⅡ

//<2940> 糞虫
<2940> 糞虫

//<2941> 量産型日向
<2941> 量産型日向

//<2942> ？？
<2942> ？？

//<2943> 「そりゃもちろん」
<2943> 「そりゃもちろん」

//<2944> 音無
<2944> 音無

//<2945> クソ坊主
<2945> クソ坊主

//<2946> 代理人
<2946> 代理人

//<2947> 微妙すぎるイケメン
<2947> 微妙すぎるイケメン

//<2948> ロリコン
<2948> ロリコン

//<2949> メガネ仲間
<2949> メガネ仲間

//<2950> 暗算日本記録保持者
<2950> 暗算日本記録保持者

//<2951> 通り魔
<2951> 通り魔

//<2952> 記憶ナシ男
<2952> 記憶ナシ男

//<2953> 音速
<2953> 音速

//<2954> 無限
<2954> 無限

//<2955> エロ侍
<2955> エロ侍

//<2956> エロエロ団ナンバー１
<2956> エロエロ団ナンバー１

//<2957> ただのエロ少年
<2957> ただのエロ少年

//<2958> ユリブサイク
<2958> ユリブサイク

//<2959> ドピュッシー
<2959> ドピュッシー

//<2960> アメリカンエロドッグ
<2960> アメリカンエロドッグ

//<2961> ゼウス
<2961> ゼウス

//<2962> 日向markⅡ
<2962> 日向markⅡ

//<2963> 糞虫
<2963> 糞虫

//<2964> 量産型日向
<2964> 量産型日向

//<2965> ？？
<2965> ？？

//<2966> 「どうして何も言ってくれない…？」
<2966> 「どうして何も言ってくれない…？」

//<2967> 音無
<2967> 音無

//<2968> クソ坊主
<2968> クソ坊主

//<2969> 代理人
<2969> 代理人

//<2970> 微妙すぎるイケメン
<2970> 微妙すぎるイケメン

//<2971> ロリコン
<2971> ロリコン

//<2972> メガネ仲間
<2972> メガネ仲間

//<2973> 暗算日本記録保持者
<2973> 暗算日本記録保持者

//<2974> 通り魔
<2974> 通り魔

//<2975> 記憶ナシ男
<2975> 記憶ナシ男

//<2976> 音速
<2976> 音速

//<2977> 無限
<2977> 無限

//<2978> エロ侍
<2978> エロ侍

//<2979> エロエロ団ナンバー１
<2979> エロエロ団ナンバー１

//<2980> ただのエロ少年
<2980> ただのエロ少年

//<2981> ユリブサイク
<2981> ユリブサイク

//<2982> ドピュッシー
<2982> ドピュッシー

//<2983> アメリカンエロドッグ
<2983> アメリカンエロドッグ

//<2984> ゼウス
<2984> ゼウス

//<2985> 日向markⅡ
<2985> 日向markⅡ

//<2986> 糞虫
<2986> 糞虫

//<2987> 量産型日向
<2987> 量産型日向

//<2988> ？？
<2988> ？？

//<2989> 「俺はこんなにもお前のことが…気になっているのに」
<2989> 「俺はこんなにもお前のことが…気になっているのに」

//<2990> nothing
<2990> nothing

//<2991> nothing
<2991> nothing

//<2992> nothing
<2992> nothing

//<2993> nothing
<2993> nothing

//<2994> nothing
<2994> nothing

//<2995> ゆり
<2995> ゆり

//<2996> 女生徒
<2996> 女生徒

//<2997> ？？
<2997> ？？

//<2998> 「はぁ…どうすればその想いがなくなるのやら…」
<2998> 「はぁ…どうすればその想いがなくなるのやら…」

//<2999> nothing
<2999> nothing

//<3000> nothing
<3000> nothing

//<3001> nothing
<3001> nothing

//<3002> nothing
<3002> nothing

//<3003> nothing
<3003> nothing

//<3004> ゆり
<3004> ゆり

//<3005> 女生徒
<3005> 女生徒

//<3006> ？？
<3006> ？？

//<3007> 「とりあえず、犬のように這いつくばって、あたしの靴を舐めなさい。そこまでプライドを捨てることが出来る？」
<3007> 「とりあえず、犬のように這いつくばって、あたしの靴を舐めなさい。そこまでプライドを捨てることが出来る？」

//<3008> できる
<3008> できる

//<3009> さすがにできない
<3009> さすがにできない

//<3010> selbtn : 
<3010> selbtn : 

//<3011> 音無
<3011> 音無

//<3012> クソ坊主
<3012> クソ坊主

//<3013> 代理人
<3013> 代理人

//<3014> 微妙すぎるイケメン
<3014> 微妙すぎるイケメン

//<3015> ロリコン
<3015> ロリコン

//<3016> メガネ仲間
<3016> メガネ仲間

//<3017> 暗算日本記録保持者
<3017> 暗算日本記録保持者

//<3018> 通り魔
<3018> 通り魔

//<3019> 記憶ナシ男
<3019> 記憶ナシ男

//<3020> 音速
<3020> 音速

//<3021> 無限
<3021> 無限

//<3022> エロ侍
<3022> エロ侍

//<3023> エロエロ団ナンバー１
<3023> エロエロ団ナンバー１

//<3024> ただのエロ少年
<3024> ただのエロ少年

//<3025> ユリブサイク
<3025> ユリブサイク

//<3026> ドピュッシー
<3026> ドピュッシー

//<3027> アメリカンエロドッグ
<3027> アメリカンエロドッグ

//<3028> ゼウス
<3028> ゼウス

//<3029> 日向markⅡ
<3029> 日向markⅡ

//<3030> 糞虫
<3030> 糞虫

//<3031> 量産型日向
<3031> 量産型日向

//<3032> ？？
<3032> ？？

//<3033> 「できる」
<3033> 「できる」

//<3034> nothing
<3034> nothing

//<3035> nothing
<3035> nothing

//<3036> nothing
<3036> nothing

//<3037> nothing
<3037> nothing

//<3038> nothing
<3038> nothing

//<3039> ゆり
<3039> ゆり

//<3040> 女生徒
<3040> 女生徒

//<3041> ？？
<3041> ？？

//<3042> 「へー、じゃあ、やってみなさいよ」
<3042> 「へー、じゃあ、やってみなさいよ」

//<3043> nothing
<3043> nothing

//<3044> nothing
<3044> nothing

//<3045> nothing
<3045> nothing

//<3046> nothing
<3046> nothing

//<3047> nothing
<3047> nothing

//<3048> nothing
<3048> nothing

//<3049> 
<3049> 

//<3050> 
<3050> 

//<3051> nothing
<3051> nothing

//<3052> 俺は両手を床に付き、ゆりの足下まで這って辿り着く。
<3052> 俺は両手を床に付き、ゆりの足下まで這って辿り着く。

//<3053> 見上げると、むっちりとした太ももが実に艶めかしい…。
<3053> 見上げると、むっちりとした太ももが実に艶めかしい…。

//<3054> nothing
<3054> nothing

//<3055> nothing
<3055> nothing

//<3056> nothing
<3056> nothing

//<3057> nothing
<3057> nothing

//<3058> nothing
<3058> nothing

//<3059> nothing
<3059> nothing

//<3060> 
<3060> 

//<3061> 
<3061> 

//<3062> nothing
<3062> nothing

//<3063> ゆり
<3063> ゆり

//<3064> 女生徒
<3064> 女生徒

//<3065> ？？
<3065> ？？

//<3066> 「えっ…」
<3066> 「えっ…」

//<3067> nothing
<3067> nothing

//<3068> nothing
<3068> nothing

//<3069> nothing
<3069> nothing

//<3070> nothing
<3070> nothing

//<3071> nothing
<3071> nothing

//<3072> nothing
<3072> nothing

//<3073> 
<3073> 

//<3074> 
<3074> 

//<3075> nothing
<3075> nothing

//<3076> そして、その靴を舐める。
<3076> そして、その靴を舐める。

//<3077> nothing
<3077> nothing

//<3078> nothing
<3078> nothing

//<3079> nothing
<3079> nothing

//<3080> nothing
<3080> nothing

//<3081> nothing
<3081> nothing

//<3082> nothing
<3082> nothing

//<3083> 
<3083> 

//<3084> 
<3084> 

//<3085> nothing
<3085> nothing

//<3086> ゆり
<3086> ゆり

//<3087> 女生徒
<3087> 女生徒

//<3088> ？？
<3088> ？？

//<3089> 「えぇっ！？」
<3089> 「えぇっ！？」

//<3090> nothing
<3090> nothing

//<3091> nothing
<3091> nothing

//<3092> nothing
<3092> nothing

//<3093> nothing
<3093> nothing

//<3094> nothing
<3094> nothing

//<3095> nothing
<3095> nothing

//<3096> 
<3096> 

//<3097> 
<3097> 

//<3098> nothing
<3098> nothing

//<3099> ゆり
<3099> ゆり

//<3100> 女生徒
<3100> 女生徒

//<3101> ？？
<3101> ？？

//<3102> 「あなた…そういう性癖の持ち主だったのね…あたしの読みがはずれたわ…」
<3102> 「あなた…そういう性癖の持ち主だったのね…あたしの読みがはずれたわ…」

//<3103> 音無
<3103> 音無

//<3104> クソ坊主
<3104> クソ坊主

//<3105> 代理人
<3105> 代理人

//<3106> 微妙すぎるイケメン
<3106> 微妙すぎるイケメン

//<3107> ロリコン
<3107> ロリコン

//<3108> メガネ仲間
<3108> メガネ仲間

//<3109> 暗算日本記録保持者
<3109> 暗算日本記録保持者

//<3110> 通り魔
<3110> 通り魔

//<3111> 記憶ナシ男
<3111> 記憶ナシ男

//<3112> 音速
<3112> 音速

//<3113> 無限
<3113> 無限

//<3114> エロ侍
<3114> エロ侍

//<3115> エロエロ団ナンバー１
<3115> エロエロ団ナンバー１

//<3116> ただのエロ少年
<3116> ただのエロ少年

//<3117> ユリブサイク
<3117> ユリブサイク

//<3118> ドピュッシー
<3118> ドピュッシー

//<3119> アメリカンエロドッグ
<3119> アメリカンエロドッグ

//<3120> ゼウス
<3120> ゼウス

//<3121> 日向markⅡ
<3121> 日向markⅡ

//<3122> 糞虫
<3122> 糞虫

//<3123> 量産型日向
<3123> 量産型日向

//<3124> ？？
<3124> ？？

//<3125> 「で、これからどうすりゃいい？」
<3125> 「で、これからどうすりゃいい？」

//<3126> nothing
<3126> nothing

//<3127> nothing
<3127> nothing

//<3128> nothing
<3128> nothing

//<3129> nothing
<3129> nothing

//<3130> nothing
<3130> nothing

//<3131> nothing
<3131> nothing

//<3132> 
<3132> 

//<3133> 
<3133> 

//<3134> nothing
<3134> nothing

//<3135> ゆり
<3135> ゆり

//<3136> 女生徒
<3136> 女生徒

//<3137> ？？
<3137> ？？

//<3138> 「じゃあ、今日一日、その犬の格好で行動して。そこまでプライドを捨てられるか見たいわ」
<3138> 「じゃあ、今日一日、その犬の格好で行動して。そこまでプライドを捨てられるか見たいわ」

//<3139> 音無
<3139> 音無

//<3140> クソ坊主
<3140> クソ坊主

//<3141> 代理人
<3141> 代理人

//<3142> 微妙すぎるイケメン
<3142> 微妙すぎるイケメン

//<3143> ロリコン
<3143> ロリコン

//<3144> メガネ仲間
<3144> メガネ仲間

//<3145> 暗算日本記録保持者
<3145> 暗算日本記録保持者

//<3146> 通り魔
<3146> 通り魔

//<3147> 記憶ナシ男
<3147> 記憶ナシ男

//<3148> 音速
<3148> 音速

//<3149> 無限
<3149> 無限

//<3150> エロ侍
<3150> エロ侍

//<3151> エロエロ団ナンバー１
<3151> エロエロ団ナンバー１

//<3152> ただのエロ少年
<3152> ただのエロ少年

//<3153> ユリブサイク
<3153> ユリブサイク

//<3154> ドピュッシー
<3154> ドピュッシー

//<3155> アメリカンエロドッグ
<3155> アメリカンエロドッグ

//<3156> ゼウス
<3156> ゼウス

//<3157> 日向markⅡ
<3157> 日向markⅡ

//<3158> 糞虫
<3158> 糞虫

//<3159> 量産型日向
<3159> 量産型日向

//<3160> ？？
<3160> ？？

//<3161> 「わかった」
<3161> 「わかった」

//<3162> nothing
<3162> nothing

//<3163> nothing
<3163> nothing

//<3164> nothing
<3164> nothing

//<3165> nothing
<3165> nothing

//<3166> nothing
<3166> nothing

//<3167> nothing
<3167> nothing

//<3168> 
<3168> 

//<3169> 
<3169> 

//<3170> nothing
<3170> nothing

//<3171> ゆり
<3171> ゆり

//<3172> 女生徒
<3172> 女生徒

//<3173> ？？
<3173> ？？

//<3174> 「とりあえず、出て行きなさい」
<3174> 「とりあえず、出て行きなさい」

//<3175> 音無
<3175> 音無

//<3176> クソ坊主
<3176> クソ坊主

//<3177> 代理人
<3177> 代理人

//<3178> 微妙すぎるイケメン
<3178> 微妙すぎるイケメン

//<3179> ロリコン
<3179> ロリコン

//<3180> メガネ仲間
<3180> メガネ仲間

//<3181> 暗算日本記録保持者
<3181> 暗算日本記録保持者

//<3182> 通り魔
<3182> 通り魔

//<3183> 記憶ナシ男
<3183> 記憶ナシ男

//<3184> 音速
<3184> 音速

//<3185> 無限
<3185> 無限

//<3186> エロ侍
<3186> エロ侍

//<3187> エロエロ団ナンバー１
<3187> エロエロ団ナンバー１

//<3188> ただのエロ少年
<3188> ただのエロ少年

//<3189> ユリブサイク
<3189> ユリブサイク

//<3190> ドピュッシー
<3190> ドピュッシー

//<3191> アメリカンエロドッグ
<3191> アメリカンエロドッグ

//<3192> ゼウス
<3192> ゼウス

//<3193> 日向markⅡ
<3193> 日向markⅡ

//<3194> 糞虫
<3194> 糞虫

//<3195> 量産型日向
<3195> 量産型日向

//<3196> ？？
<3196> ？？

//<3197> 「ああ」
<3197> 「ああ」

//<3198> 俺は犬の格好のまま、退室した。
<3198> 俺は犬の格好のまま、退室した。

//<3199> 音無
<3199> 音無

//<3200> クソ坊主
<3200> クソ坊主

//<3201> 代理人
<3201> 代理人

//<3202> 微妙すぎるイケメン
<3202> 微妙すぎるイケメン

//<3203> ロリコン
<3203> ロリコン

//<3204> メガネ仲間
<3204> メガネ仲間

//<3205> 暗算日本記録保持者
<3205> 暗算日本記録保持者

//<3206> 通り魔
<3206> 通り魔

//<3207> 記憶ナシ男
<3207> 記憶ナシ男

//<3208> 音速
<3208> 音速

//<3209> 無限
<3209> 無限

//<3210> エロ侍
<3210> エロ侍

//<3211> エロエロ団ナンバー１
<3211> エロエロ団ナンバー１

//<3212> ただのエロ少年
<3212> ただのエロ少年

//<3213> ユリブサイク
<3213> ユリブサイク

//<3214> ドピュッシー
<3214> ドピュッシー

//<3215> アメリカンエロドッグ
<3215> アメリカンエロドッグ

//<3216> ゼウス
<3216> ゼウス

//<3217> 日向markⅡ
<3217> 日向markⅡ

//<3218> 糞虫
<3218> 糞虫

