// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> ようやく、オペレーションも終わり、これで何の気兼ねなく岩沢とまた会えるはずだ。
<0000> ようやく、オペレーションも終わり、これで何の気兼ねなく岩沢とまた会えるはずだ。
//<1439> 微妙すぎるイケメン
<1439> 微妙すぎるイケメン

//<1440> ロリコン
<1440> ロリコン

//<1441> メガネ仲間
<1441> メガネ仲間

//<1442> 暗算日本記録保持者
<1442> 暗算日本記録保持者

//<1443> 通り魔
<1443> 通り魔

//<1444> 記憶ナシ男
<1444> 記憶ナシ男

//<1445> 音速
<1445> 音速

//<1446> 無限
<1446> 無限

//<1447> エロ侍
<1447> エロ侍

//<1448> エロエロ団ナンバー１
<1448> エロエロ団ナンバー１

//<1449> ただのエロ少年
<1449> ただのエロ少年

//<1450> ユリブサイク
<1450> ユリブサイク

//<1451> ドピュッシー
<1451> ドピュッシー

//<1452> アメリカンエロドッグ
<1452> アメリカンエロドッグ

//<1453> ゼウス
<1453> ゼウス

//<1454> 日向markⅡ
<1454> 日向markⅡ

//<1455> 糞虫
<1455> 糞虫

//<1456> 量産型日向
<1456> 量産型日向

//<1457> ？？
<1457> ？？

//<1458> 「自覚はなかったんだけど、染みついてたようだな」
<1458> 「自覚はなかったんだけど、染みついてたようだな」

//<1459> nothing
<1459> nothing

//<1460> nothing
<1460> nothing

//<1461> nothing
<1461> nothing

//<1462> nothing
<1462> nothing

//<1463> nothing
<1463> nothing

//<1464> 岩沢
<1464> 岩沢

//<1465> 「ありがと」
<1465> 「ありがと」

//<1466> 音無
<1466> 音無

//<1467> クソ坊主
<1467> クソ坊主

//<1468> 代理人
<1468> 代理人

//<1469> 微妙すぎるイケメン
<1469> 微妙すぎるイケメン

//<1470> ロリコン
<1470> ロリコン

//<1471> メガネ仲間
<1471> メガネ仲間

//<1472> 暗算日本記録保持者
<1472> 暗算日本記録保持者

//<1473> 通り魔
<1473> 通り魔

//<1474> 記憶ナシ男
<1474> 記憶ナシ男

//<1475> 音速
<1475> 音速

//<1476> 無限
<1476> 無限

//<1477> エロ侍
<1477> エロ侍

//<1478> エロエロ団ナンバー１
<1478> エロエロ団ナンバー１

//<1479> ただのエロ少年
<1479> ただのエロ少年

//<1480> ユリブサイク
<1480> ユリブサイク

//<1481> ドピュッシー
<1481> ドピュッシー

//<1482> アメリカンエロドッグ
<1482> アメリカンエロドッグ

//<1483> ゼウス
<1483> ゼウス

//<1484> 日向markⅡ
<1484> 日向markⅡ

//<1485> 糞虫
<1485> 糞虫

//<1486> 量産型日向
<1486> 量産型日向

//<1487> ？？
<1487> ？？

//<1488> 「礼を言われるようなことは何もしてねーよ」
<1488> 「礼を言われるようなことは何もしてねーよ」

//<1489> nothing
<1489> nothing

//<1490> nothing
<1490> nothing

//<1491> nothing
<1491> nothing

//<1492> nothing
<1492> nothing

//<1493> nothing
<1493> nothing

//<1494> 岩沢
<1494> 岩沢

//<1495> 「よくわからないけど、あんたには伝わってるんだって、安心したよ。よかった」
<1495> 「よくわからないけど、あんたには伝わってるんだって、安心したよ。よかった」

//<1496> 音無
<1496> 音無

//<1497> クソ坊主
<1497> クソ坊主

//<1498> 代理人
<1498> 代理人

//<1499> 微妙すぎるイケメン
<1499> 微妙すぎるイケメン

//<1500> ロリコン
<1500> ロリコン

//<1501> メガネ仲間
<1501> メガネ仲間

//<1502> 暗算日本記録保持者
<1502> 暗算日本記録保持者

//<1503> 通り魔
<1503> 通り魔

//<1504> 記憶ナシ男
<1504> 記憶ナシ男

//<1505> 音速
<1505> 音速

//<1506> 無限
<1506> 無限

//<1507> エロ侍
<1507> エロ侍

//<1508> エロエロ団ナンバー１
<1508> エロエロ団ナンバー１

//<1509> ただのエロ少年
<1509> ただのエロ少年

//<1510> ユリブサイク
<1510> ユリブサイク

//<1511> ドピュッシー
<1511> ドピュッシー

//<1512> アメリカンエロドッグ
<1512> アメリカンエロドッグ

//<1513> ゼウス
<1513> ゼウス

//<1514> 日向markⅡ
<1514> 日向markⅡ

//<1515> 糞虫
<1515> 糞虫

//<1516> 量産型日向
<1516> 量産型日向

//<1517> ？？
<1517> ？？

//<1518> 「そんな学内ではカリスマ的な人気を誇るバンドのボーカルなのに？」
<1518> 「そんな学内ではカリスマ的な人気を誇るバンドのボーカルなのに？」

//<1519> nothing
<1519> nothing

//<1520> nothing
<1520> nothing

//<1521> nothing
<1521> nothing

//<1522> nothing
<1522> nothing

//<1523> nothing
<1523> nothing

//<1524> 岩沢
<1524> 岩沢

//<1525> 「ほとんどの奴は楽しいからだけだよ。音楽にノッてると開放的になれる」
<1525> 「ほとんどの奴は楽しいからだけだよ。音楽にノッてると開放的になれる」

//<1526> 音無
<1526> 音無

//<1527> クソ坊主
<1527> クソ坊主

//<1528> 代理人
<1528> 代理人

//<1529> 微妙すぎるイケメン
<1529> 微妙すぎるイケメン

//<1530> ロリコン
<1530> ロリコン

//<1531> メガネ仲間
<1531> メガネ仲間

//<1532> 暗算日本記録保持者
<1532> 暗算日本記録保持者

//<1533> 通り魔
<1533> 通り魔

//<1534> 記憶ナシ男
<1534> 記憶ナシ男

//<1535> 音速
<1535> 音速

//<1536> 無限
<1536> 無限

//<1537> エロ侍
<1537> エロ侍

//<1538> エロエロ団ナンバー１
<1538> エロエロ団ナンバー１

//<1539> ただのエロ少年
<1539> ただのエロ少年

//<1540> ユリブサイク
<1540> ユリブサイク

//<1541> ドピュッシー
<1541> ドピュッシー

//<1542> アメリカンエロドッグ
<1542> アメリカンエロドッグ

//<1543> ゼウス
<1543> ゼウス

//<1544> 日向markⅡ
<1544> 日向markⅡ

//<1545> 糞虫
<1545> 糞虫

//<1546> 量産型日向
<1546> 量産型日向

//<1547> ？？
<1547> ？？

//<1548> 「確かに、脳内物質が激しく分泌されて、それだけで満たされるのかもな」
<1548> 「確かに、脳内物質が激しく分泌されて、それだけで満たされるのかもな」

//<1549> nothing
<1549> nothing

//<1550> nothing
<1550> nothing

//<1551> nothing
<1551> nothing

//<1552> nothing
<1552> nothing

//<1553> nothing
<1553> nothing

//<1554> 岩沢
<1554> 岩沢

//<1555> 「また難しいことを言うな…」
<1555> 「また難しいことを言うな…」

//<1556> はぁ、とため息をつく。
<1556> はぁ、とため息をつく。

//<1557> nothing
<1557> nothing

//<1558> nothing
<1558> nothing

//<1559> nothing
<1559> nothing

//<1560> nothing
<1560> nothing

//<1561> nothing
<1561> nothing

//<1562> 岩沢
<1562> 岩沢

//<1563> 「でも、あたしの本気のメッセージまで届いてるかは不安なんだ。今も」
<1563> 「でも、あたしの本気のメッセージまで届いてるかは不安なんだ。今も」

//<1564> 音無
<1564> 音無

//<1565> クソ坊主
<1565> クソ坊主

//<1566> 代理人
<1566> 代理人

//<1567> 微妙すぎるイケメン
<1567> 微妙すぎるイケメン

//<1568> ロリコン
<1568> ロリコン

//<1569> メガネ仲間
<1569> メガネ仲間

//<1570> 暗算日本記録保持者
<1570> 暗算日本記録保持者

//<1571> 通り魔
<1571> 通り魔

//<1572> 記憶ナシ男
<1572> 記憶ナシ男

//<1573> 音速
<1573> 音速

//<1574> 無限
<1574> 無限

//<1575> エロ侍
<1575> エロ侍

//<1576> エロエロ団ナンバー１
<1576> エロエロ団ナンバー１

//<1577> ただのエロ少年
<1577> ただのエロ少年

//<1578> ユリブサイク
<1578> ユリブサイク

//<1579> ドピュッシー
<1579> ドピュッシー

//<1580> アメリカンエロドッグ
<1580> アメリカンエロドッグ

//<1581> ゼウス
<1581> ゼウス

//<1582> 日向markⅡ
<1582> 日向markⅡ

//<1583> 糞虫
<1583> 糞虫

//<1584> 量産型日向
<1584> 量産型日向

//<1585> ？？
<1585> ？？

//<1586> 「そんな悩みを抱えていたのか…」
<1586> 「そんな悩みを抱えていたのか…」

//<1587> nothing
<1587> nothing

//<1588> nothing
<1588> nothing

//<1589> nothing
<1589> nothing

//<1590> nothing
<1590> nothing

//<1591> nothing
<1591> nothing

//<1592> 岩沢
<1592> 岩沢

//<1593> 「なあ、またあたしの話を聞いてくれないか」
<1593> 「なあ、またあたしの話を聞いてくれないか」

//<1594> 音無
<1594> 音無

//<1595> クソ坊主
<1595> クソ坊主

//<1596> 代理人
<1596> 代理人

//<1597> 微妙すぎるイケメン
<1597> 微妙すぎるイケメン

//<1598> ロリコン
<1598> ロリコン

//<1599> メガネ仲間
<1599> メガネ仲間

//<1600> 暗算日本記録保持者
<1600> 暗算日本記録保持者

//<1601> 通り魔
<1601> 通り魔

//<1602> 記憶ナシ男
<1602> 記憶ナシ男

//<1603> 音速
<1603> 音速

//<1604> 無限
<1604> 無限

//<1605> エロ侍
<1605> エロ侍

//<1606> エロエロ団ナンバー１
<1606> エロエロ団ナンバー１

//<1607> ただのエロ少年
<1607> ただのエロ少年

//<1608> ユリブサイク
<1608> ユリブサイク

//<1609> ドピュッシー
<1609> ドピュッシー

//<1610> アメリカンエロドッグ
<1610> アメリカンエロドッグ

//<1611> ゼウス
<1611> ゼウス

//<1612> 日向markⅡ
<1612> 日向markⅡ

//<1613> 糞虫
<1613> 糞虫

//<1614> 量産型日向
<1614> 量産型日向

//<1615> ？？
<1615> ？？

//<1616> 「もちろん。どっちかって言うと、俺は聞くほうが向いてると思うよ」
<1616> 「もちろん。どっちかって言うと、俺は聞くほうが向いてると思うよ」

//<1617> nothing
<1617> nothing

//<1618> nothing
<1618> nothing

//<1619> nothing
<1619> nothing

//<1620> nothing
<1620> nothing

//<1621> nothing
<1621> nothing

//<1622> 岩沢
<1622> 岩沢

//<1623> 「音無、お前はほんと、不思議な奴だな」
<1623> 「音無、お前はほんと、不思議な奴だな」

//<1624> 音無
<1624> 音無

//<1625> クソ坊主
<1625> クソ坊主

//<1626> 代理人
<1626> 代理人

//<1627> 微妙すぎるイケメン
<1627> 微妙すぎるイケメン

//<1628> ロリコン
<1628> ロリコン

//<1629> メガネ仲間
<1629> メガネ仲間

//<1630> 暗算日本記録保持者
<1630> 暗算日本記録保持者

//<1631> 通り魔
<1631> 通り魔

//<1632> 記憶ナシ男
<1632> 記憶ナシ男

//<1633> 音速
<1633> 音速

//<1634> 無限
<1634> 無限

//<1635> エロ侍
<1635> エロ侍

//<1636> エロエロ団ナンバー１
<1636> エロエロ団ナンバー１

//<1637> ただのエロ少年
<1637> ただのエロ少年

//<1638> ユリブサイク
<1638> ユリブサイク

//<1639> ドピュッシー
<1639> ドピュッシー

//<1640> アメリカンエロドッグ
<1640> アメリカンエロドッグ

//<1641> ゼウス
<1641> ゼウス

//<1642> 日向markⅡ
<1642> 日向markⅡ

//<1643> 糞虫
<1643> 糞虫

//<1644> 量産型日向
<1644> 量産型日向

//<1645> ？？
<1645> ？？

//<1646> 「そうか？」
<1646> 「そうか？」

//<1647> nothing
<1647> nothing

//<1648> nothing
<1648> nothing

//<1649> nothing
<1649> nothing

//<1650> nothing
<1650> nothing

//<1651> nothing
<1651> nothing

//<1652> 岩沢
<1652> 岩沢

//<1653> 「ああ、そうだよ。だから、話すよ」
<1653> 「ああ、そうだよ。だから、話すよ」

//<1654> 音無
<1654> 音無

//<1655> クソ坊主
<1655> クソ坊主

//<1656> 代理人
<1656> 代理人

//<1657> 微妙すぎるイケメン
<1657> 微妙すぎるイケメン

//<1658> ロリコン
<1658> ロリコン

//<1659> メガネ仲間
<1659> メガネ仲間

//<1660> 暗算日本記録保持者
<1660> 暗算日本記録保持者

//<1661> 通り魔
<1661> 通り魔

//<1662> 記憶ナシ男
<1662> 記憶ナシ男

//<1663> 音速
<1663> 音速

//<1664> 無限
<1664> 無限

//<1665> エロ侍
<1665> エロ侍

//<1666> エロエロ団ナンバー１
<1666> エロエロ団ナンバー１

//<1667> ただのエロ少年
<1667> ただのエロ少年

//<1668> ユリブサイク
<1668> ユリブサイク

//<1669> ドピュッシー
<1669> ドピュッシー

//<1670> アメリカンエロドッグ
<1670> アメリカンエロドッグ

//<1671> ゼウス
<1671> ゼウス

//<1672> 日向markⅡ
<1672> 日向markⅡ

//<1673> 糞虫
<1673> 糞虫

//<1674> 量産型日向
<1674> 量産型日向

//<1675> ？？
<1675> ？？

//<1676> 「え？」
<1676> 「え？」

//<1677> nothing
<1677> nothing

//<1678> nothing
<1678> nothing

//<1679> nothing
<1679> nothing

//<1680> nothing
<1680> nothing

//<1681> nothing
<1681> nothing

//<1682> 岩沢
<1682> 岩沢

//<1683> 「あたしは生前、声を失ったんだ。歌うことができなかった」
<1683> 「あたしは生前、声を失ったんだ。歌うことができなかった」

//<1684> nothing
<1684> nothing

//<1685> nothing
<1685> nothing

//<1686> nothing
<1686> nothing

//<1687> nothing
<1687> nothing

//<1688> nothing
<1688> nothing

//<1689> それは岩沢の生前の話だった。簡単には話せないと言っていたのに…。
<1689> それは岩沢の生前の話だった。簡単には話せないと言っていたのに…。

//<1690> 今はそれだけ信用されているってことか…。
<1690> 今はそれだけ信用されているってことか…。

//<1691> 黒
<1691> 黒

//<1692> 黒
<1692> 黒

//<1693> それは生前の話だった。
<1693> それは生前の話だった。

//<1694> 岩沢
<1694> 岩沢

//<1695> 「両親はいつも喧嘩ばかりしていた」
<1695> 「両親はいつも喧嘩ばかりしていた」

//<1696> 岩沢
<1696> 岩沢

//<1697> 「自分の部屋もなく、その怒鳴り声の中、隅で小さく丸まって耳を塞いでいた」
<1697> 「自分の部屋もなく、その怒鳴り声の中、隅で小さく丸まって耳を塞いでいた」

//<1698> 岩沢
<1698> 岩沢

//<1699> 「自分の殻に閉じこもるしかなかった」
<1699> 「自分の殻に閉じこもるしかなかった」

//<1700> 岩沢
<1700> 岩沢

//<1701> 「…どこにも休まる場所はなかった」
<1701> 「…どこにも休まる場所はなかった」

//<1702> 岩沢
<1702> 岩沢

//<1703> 「そんな時、出会ったのが、『
<1703> 「そんな時、出会ったのが、『

//<1704> Sad Machine
<1704> Sad Machine

//<1705> 』というバンドだ」
<1705> 』というバンドだ」

//<1706> 岩沢
<1706> 岩沢

//<1707> 「そのボーカルもあたしと同じく、恵まれない家庭環境に居て、精神的につらい時期は、耳にイヤホンでふたをして、音楽の世界に逃げ込んでいたという」
<1707> 「そのボーカルもあたしと同じく、恵まれない家庭環境に居て、精神的につらい時期は、耳にイヤホンでふたをして、音楽の世界に逃げ込んでいたという」

//<1708> 岩沢
<1708> 岩沢

//<1709> 「あたしもそうしてみた」
<1709> 「あたしもそうしてみた」

//<1710> 岩沢
<1710> 岩沢

//<1711> 「すべてが吹き飛んでいくようだった」
<1711> 「すべてが吹き飛んでいくようだった」

//<1712> 岩沢
<1712> 岩沢

//<1713> 「ボーカルがあたしの代わりに叫んでくれる。訴えてくれる。この世の理不尽を」
<1713> 「ボーカルがあたしの代わりに叫んでくれる。訴えてくれる。この世の理不尽を」

//<1714> 岩沢
<1714> 岩沢

//<1715> 「常識ぶってる奴こそが間違っていて、泣いてる奴こそが正しいんだと。孤独なあたしたちこそが人間らしいんだと」
<1715> 「常識ぶってる奴こそが間違っていて、泣いてる奴こそが正しいんだと。孤独なあたしたちこそが人間らしいんだと」

//<1716> 岩沢
<1716> 岩沢

//<1717> 「理不尽を叫んで、叩きつけて、破壊してくれた」
<1717> 「理不尽を叫んで、叩きつけて、破壊してくれた」

//<1718> 岩沢
<1718> 岩沢

//<1719> 「『
<1719> 「『

//<1720> Sad Machine
<1720> Sad Machine

//<1721> 』はあたしを救い出してくれたんだ」
<1721> 』はあたしを救い出してくれたんだ」

//<1722> 白
<1722> 白
{23159} 0a // 1722

//<1723> 岩沢
<1723> 岩沢

//<1724> 「雨のゴミ捨て場。そこに捨てられていたアコースティックギターと出会ったのも運命だったのかな…」
<1724> 「雨のゴミ捨て場。そこに捨てられていたアコースティックギターと出会ったのも運命だったのかな…」

//<1725> 岩沢
<1725> 岩沢

//<1726> 「なけなしの金で弦を買って、自分のギターにした」
<1726> 「なけなしの金で弦を買って、自分のギターにした」

//<1727> 岩沢
<1727> 岩沢

//<1728> 「古本屋に売っていたコードブックを買って、毎日練習をした」
<1728> 「古本屋に売っていたコードブックを買って、毎日練習をした」

//<1729> 岩沢
<1729> 岩沢

//<1730> 「コピーなんて一切しなかった。他人の言葉なんて歌いたくなかった」
<1730> 「コピーなんて一切しなかった。他人の言葉なんて歌いたくなかった」

//<1731> 岩沢
<1731> 岩沢

//<1732> 「だから、必死に練習をして、曲が作れるようになった」
<1732> 「だから、必死に練習をして、曲が作れるようになった」

//<1733> 岩沢
<1733> 岩沢

//<1734> 「その時にはギターは二度と手放せない相棒になっていた」
<1734> 「その時にはギターは二度と手放せない相棒になっていた」

//<1735> 岩沢
<1735> 岩沢

//<1736> 「あたしはそれを背負って、路上で歌い始めた」
<1736> 「あたしはそれを背負って、路上で歌い始めた」

//<1737> 岩沢
<1737> 岩沢

//<1738> 「何もないと思っていたあたしの人生には、歌があったんだ」
